"Step","Proposed_Uniform - rollout/success_rate","Proposed_Uniform - rollout/success_rate__MIN","Proposed_Uniform - rollout/success_rate__MAX","Prior_Uniform - rollout/success_rate","Prior_Uniform - rollout/success_rate__MIN","Prior_Uniform - rollout/success_rate__MAX","Prior_Strong - rollout/success_rate","Prior_Strong - rollout/success_rate__MIN","Prior_Strong - rollout/success_rate__MAX","Proposed_hard - rollout/success_rate","Proposed_hard - rollout/success_rate__MIN","Proposed_hard - rollout/success_rate__MAX","Proposed_medium2 - rollout/success_rate","Proposed_medium2 - rollout/success_rate__MIN","Proposed_medium2 - rollout/success_rate__MAX","Prior_medium2 - rollout/success_rate","Prior_medium2 - rollout/success_rate__MIN","Prior_medium2 - rollout/success_rate__MAX"
"8756","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"8757","","","","0.31","0.31","0.31","","","","","","","","","","","",""
"8758","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"8763","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"8767","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8769","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8770","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"8771","","","","0.3","0.3","0.3","","","","","","","","","","","",""
"8772","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8777","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"8783","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8784","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"8785","","","","0.3","0.3","0.3","","","","","","","","","","","",""
"8786","0.52","0.52","0.52","","","","0.29","0.29","0.29","","","","","","","","",""
"8791","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8797","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8798","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"8799","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"8800","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8805","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8811","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8812","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"8813","","","","0.31","0.31","0.31","","","","","","","","","","","",""
"8814","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"8822","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8825","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8826","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"8828","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"8836","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8839","","","","","","","","","","0.39","0.39","0.39","","","","","",""
"8840","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"8841","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"8842","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"8849","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"8850","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8854","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"8855","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8856","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"8863","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"8864","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8868","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"8869","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8875","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8878","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"8883","","","","","","","0.26","0.26","0.26","","","","0.39","0.39","0.39","","",""
"8889","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8890","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"8892","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8897","","","","","","","0.25","0.25","0.25","","","","0.39","0.39","0.39","","",""
"8903","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"8904","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"8906","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8911","","","","","","","0.25","0.25","0.25","","","","0.39","0.39","0.39","","",""
"8917","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8918","","","","0.31","0.31","0.31","","","","","","","","","","0.36","0.36","0.36"
"8920","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8932","","","","0.31","0.31","0.31","","","","","","","","","","0.39","0.39","0.39"
"8944","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8946","","","","0.3","0.3","0.3","","","","","","","","","","0.39","0.39","0.39"
"8947","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"8953","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"8956","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"8958","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8960","","","","0.32","0.32","0.32","","","","","","","","","","0.4","0.4","0.4"
"8961","","","","","","","0.27","0.27","0.27","","","","","","","","",""
"8967","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"8970","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8972","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8974","","","","0.35","0.35","0.35","","","","","","","","","","0.42","0.42","0.42"
"8975","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"8981","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8988","","","","0.35","0.35","0.35","","","","","","","","","","0.41","0.41","0.41"
"8989","","","","","","","0.23","0.23","0.23","","","","","","","","",""
"8995","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8997","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"9002","","","","0.34","0.34","0.34","","","","","","","","","","0.41","0.41","0.41"
"9003","","","","","","","0.24","0.24","0.24","","","","","","","","",""
"9008","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"9009","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"9011","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"9016","","","","0.33","0.33","0.33","","","","","","","","","","0.42","0.42","0.42"
"9017","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"9022","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"9023","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"9025","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"9030","","","","0.34","0.34","0.34","","","","","","","","","","0.41","0.41","0.41"
"9031","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"9036","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"9039","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"9044","","","","0.34","0.34","0.34","","","","","","","","","","0.41","0.41","0.41"
"9050","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9053","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9058","","","","","","","0.25","0.25","0.25","","","","","","","0.41","0.41","0.41"
"9059","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"9064","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"9072","","","","","","","0.23","0.23","0.23","","","","","","","","",""
"9073","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"9077","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"9078","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"9086","","","","0.36","0.36","0.36","0.22","0.22","0.22","","","","","","","","",""
"9087","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"9089","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"9091","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"9092","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9100","","","","0.35","0.35","0.35","0.21","0.21","0.21","","","","","","","","",""
"9101","","","","","","","","","","","","","0.31","0.31","0.31","","",""
"9103","0.48","0.48","0.48","","","","","","","","","","","","","","",""
"9114","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"9117","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"9120","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9127","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"9128","","","","0.37","0.37","0.37","0.21","0.21","0.21","","","","0.29","0.29","0.29","","",""
"9131","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9134","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9141","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"9142","","","","0.39","0.39","0.39","0.2","0.2","0.2","","","","","","","","",""
"9145","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9148","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"9155","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"9156","","","","0.39","0.39","0.39","0.21","0.21","0.21","","","","","","","","",""
"9159","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"9164","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"9167","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"9169","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"9170","","","","0.42","0.42","0.42","0.21","0.21","0.21","","","","","","","","",""
"9173","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9178","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"9181","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"9183","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"9184","","","","0.44","0.44","0.44","0.22","0.22","0.22","","","","","","","","",""
"9187","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"9192","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"9195","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"9197","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"9198","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"9206","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"9209","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"9211","","","","","","","0.21","0.21","0.21","","","","","","","0.36","0.36","0.36"
"9212","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"9219","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"9220","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"9225","","","","","","","0.21","0.21","0.21","","","","","","","0.36","0.36","0.36"
"9226","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"9233","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"9234","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"9239","","","","","","","0.22","0.22","0.22","","","","","","","","",""
"9244","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"9245","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"9247","0.54","0.54","0.54","","","","","","","","","","","","","","",""
"9248","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"9253","","","","0.43","0.43","0.43","0.21","0.21","0.21","","","","","","","","",""
"9258","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"9259","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9261","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"9262","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"9267","","","","0.43","0.43","0.43","0.2","0.2","0.2","","","","","","","","",""
"9272","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"9273","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"9275","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"9281","","","","","","","0.2","0.2","0.2","","","","","","","","",""
"9286","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"9287","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"9289","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"9295","","","","","","","0.21","0.21","0.21","","","","","","","","",""
"9298","","","","","","","","","","","","","0.31","0.31","0.31","","",""
"9301","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"9303","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"9315","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"9317","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"9322","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"9325","0.49","0.49","0.49","","","","","","","","","","0.29","0.29","0.29","","",""
"9329","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"9331","","","","0.43","0.43","0.43","0.23","0.23","0.23","","","","","","","","",""
"9336","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"9337","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"9339","","","","","","","","","","","","","0.29","0.29","0.29","","",""
"9343","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"9345","","","","0.42","0.42","0.42","0.25","0.25","0.25","","","","","","","","",""
"9350","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"9351","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9353","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"9359","","","","0.43","0.43","0.43","0.26","0.26","0.26","","","","","","","","",""
"9364","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"9365","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9367","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"9373","","","","0.4","0.4","0.4","0.25","0.25","0.25","","","","","","","","",""
"9376","","","","","","","","","","0.49","0.49","0.49","","","","","",""
"9378","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"9379","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9381","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"9387","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"9390","","","","","","","","","","0.51","0.51","0.51","","","","","",""
"9398","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"9400","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"9401","","","","0.38","0.38","0.38","","","","","","","","","","","",""
