"Step","Proposed_Uniform - rollout/success_rate","Proposed_Uniform - rollout/success_rate__MIN","Proposed_Uniform - rollout/success_rate__MAX","Prior_Uniform - rollout/success_rate","Prior_Uniform - rollout/success_rate__MIN","Prior_Uniform - rollout/success_rate__MAX","Prior_Strong - rollout/success_rate","Prior_Strong - rollout/success_rate__MIN","Prior_Strong - rollout/success_rate__MAX","Proposed_hard - rollout/success_rate","Proposed_hard - rollout/success_rate__MIN","Proposed_hard - rollout/success_rate__MAX","Proposed_medium2 - rollout/success_rate","Proposed_medium2 - rollout/success_rate__MIN","Proposed_medium2 - rollout/success_rate__MAX","Prior_medium2 - rollout/success_rate","Prior_medium2 - rollout/success_rate__MIN","Prior_medium2 - rollout/success_rate__MAX"
"28678","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"28680","","","","0.41","0.41","0.41","","","","","","","","","","","",""
"28681","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28684","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"28690","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28692","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"28694","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28695","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"28698","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"28704","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28706","0.55","0.55","0.55","","","","","","","0.73","0.73","0.73","","","","","",""
"28708","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28709","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28718","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28720","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"28723","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"28732","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28733","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"28734","0.53","0.53","0.53","","","","0.27","0.27","0.27","","","","","","","","",""
"28735","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28737","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"28746","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28747","","","","0.44","0.44","0.44","","","","0.72","0.72","0.72","","","","","",""
"28748","0.54","0.54","0.54","","","","0.29","0.29","0.29","","","","","","","","",""
"28751","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28760","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"28761","","","","0.43","0.43","0.43","","","","0.72","0.72","0.72","","","","","",""
"28762","0.55","0.55","0.55","","","","0.3","0.3","0.3","","","","","","","","",""
"28774","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28775","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"28776","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"28781","0.59","0.59","0.59","","","","","","","","","","","","","","",""
"28788","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28789","","","","","","","","","","0.7","0.7","0.7","","","","","",""
"28793","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"28795","0.59","0.59","0.59","","","","","","","","","","","","","","",""
"28797","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"28803","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"28807","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"28809","0.58","0.58","0.58","","","","","","","","","","","","","","",""
"28811","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"28817","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"28821","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"28825","","","","0.45","0.45","0.45","","","","0.7","0.7","0.7","","","","","",""
"28831","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"28835","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28837","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28839","","","","0.46","0.46","0.46","","","","0.7","0.7","0.7","","","","","",""
"28845","0.59","0.59","0.59","","","","0.32","0.32","0.32","","","","","","","","",""
"28849","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28851","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28853","","","","0.45","0.45","0.45","","","","0.69","0.69","0.69","","","","","",""
"28859","0.62","0.62","0.62","","","","0.34","0.34","0.34","","","","","","","","",""
"28863","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28865","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28867","","","","0.47","0.47","0.47","","","","0.7","0.7","0.7","","","","","",""
"28873","0.62","0.62","0.62","","","","0.35","0.35","0.35","","","","","","","","",""
"28877","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"28879","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28881","","","","0.44","0.44","0.44","","","","0.72","0.72","0.72","","","","","",""
"28887","0.61","0.61","0.61","","","","0.37","0.37","0.37","","","","","","","","",""
"28891","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"28893","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"28895","","","","0.43","0.43","0.43","","","","0.71","0.71","0.71","","","","","",""
"28901","0.61","0.61","0.61","","","","0.36","0.36","0.36","","","","","","","","",""
"28905","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"28907","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28909","","","","0.43","0.43","0.43","","","","0.72","0.72","0.72","","","","","",""
"28915","0.59","0.59","0.59","","","","0.35","0.35","0.35","","","","","","","","",""
"28919","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"28921","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28923","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"28928","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28929","0.6","0.6","0.6","","","","","","","","","","","","","","",""
"28935","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"28937","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"28942","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28943","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"28946","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"28949","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"28951","","","","","","","0.35","0.35","0.35","0.68","0.68","0.68","","","","","",""
"28956","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"28960","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"28963","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"28965","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"28970","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"28979","0.61","0.61","0.61","","","","","","","","","","","","","","",""
"28984","","","","0.44","0.44","0.44","","","","0.67","0.67","0.67","","","","","",""
"28988","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"28991","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"28992","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"28993","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"28998","","","","","","","","","","0.68","0.68","0.68","","","","","",""
"29002","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"29005","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"29006","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"29012","","","","0.44","0.44","0.44","","","","0.67","0.67","0.67","","","","","",""
"29016","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"29019","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29020","0.63","0.63","0.63","","","","0.36","0.36","0.36","","","","","","","","",""
"29026","","","","0.44","0.44","0.44","","","","0.67","0.67","0.67","","","","","",""
"29030","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"29033","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"29034","0.6","0.6","0.6","","","","0.35","0.35","0.35","","","","","","","","",""
"29040","","","","0.43","0.43","0.43","","","","0.66","0.66","0.66","","","","","",""
"29044","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"29047","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"29048","0.59","0.59","0.59","","","","0.38","0.38","0.38","","","","","","","","",""
"29054","","","","0.44","0.44","0.44","","","","0.66","0.66","0.66","","","","","",""
"29058","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"29061","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29062","0.58","0.58","0.58","","","","0.39","0.39","0.39","","","","","","","","",""
"29068","","","","0.46","0.46","0.46","","","","0.66","0.66","0.66","","","","","",""
"29072","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29076","0.57","0.57","0.57","","","","0.4","0.4","0.4","","","","","","","","",""
"29080","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"29082","","","","0.46","0.46","0.46","","","","0.68","0.68","0.68","","","","","",""
"29090","0.57","0.57","0.57","","","","0.41","0.41","0.41","","","","","","","","",""
"29094","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"29096","","","","","","","","","","0.68","0.68","0.68","","","","","",""
"29099","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29104","0.6","0.6","0.6","","","","0.4","0.4","0.4","","","","","","","","",""
"29108","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"29109","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29113","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29118","","","","","","","0.41","0.41","0.41","","","","","","","","",""
"29123","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29127","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29132","0.62","0.62","0.62","","","","","","","0.67","0.67","0.67","","","","","",""
"29136","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29137","","","","0.48","0.48","0.48","","","","","","","","","","","",""
"29141","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29146","0.64","0.64","0.64","","","","","","","0.68","0.68","0.68","","","","","",""
"29150","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29151","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29155","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29160","0.65","0.65","0.65","","","","0.39","0.39","0.39","0.7","0.7","0.7","","","","","",""
"29164","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29165","","","","0.49","0.49","0.49","","","","","","","","","","","",""
"29174","0.65","0.65","0.65","","","","0.37","0.37","0.37","0.7","0.7","0.7","","","","","",""
"29178","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"29179","","","","0.48","0.48","0.48","","","","","","","","","","","",""
"29188","0.67","0.67","0.67","","","","0.37","0.37","0.37","0.7","0.7","0.7","","","","","",""
"29191","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29192","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29193","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"29202","0.65","0.65","0.65","","","","0.38","0.38","0.38","0.71","0.71","0.71","","","","","",""
"29205","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29206","","","","","","","","","","","","","0.65","0.65","0.65","","",""
"29216","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"29219","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"29220","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29221","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"29229","0.64","0.64","0.64","0.44","0.44","0.44","","","","","","","","","","","",""
"29230","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29233","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"29234","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29235","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"29243","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29244","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"29247","","","","","","","","","","","","","","","","0.3","0.3","0.3"
"29249","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"29257","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29258","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"29261","","","","","","","","","","","","","","","","0.3","0.3","0.3"
"29262","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"29263","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"29266","0.64","0.64","0.64","","","","","","","","","","","","","","",""
"29271","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29272","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29280","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"29286","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"29288","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29289","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29294","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"29298","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29299","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"29302","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29303","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"29308","0.61","0.61","0.61","","","","","","","","","","","","","","",""
"29312","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"29313","","","","","","","0.32","0.32","0.32","0.72","0.72","0.72","","","","","",""
"29316","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"29317","","","","","","","0.33","0.33","0.33","","","","0.62","0.62","0.62","","",""
"29322","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"29326","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29327","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"29330","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"29331","","","","","","","0.34","0.34","0.34","","","","0.62","0.62","0.62","","",""
"29336","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"29340","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29341","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"29344","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"29345","","","","","","","","","","","","","0.62","0.62","0.62","","",""
"29350","0.62","0.62","0.62","","","","","","","","","","","","","","",""
"29354","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29355","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"29358","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"29359","","","","","","","","","","","","","0.6","0.6","0.6","","",""
"29364","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29367","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29368","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29369","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29372","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29381","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29382","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29383","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29392","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29395","","","","","","","0.34","0.34","0.34","","","","0.62","0.62","0.62","","",""
"29396","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29397","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"29406","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29408","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"29409","","","","","","","0.32","0.32","0.32","","","","0.61","0.61","0.61","","",""
"29410","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29411","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"29420","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29422","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"29423","","","","","","","0.34","0.34","0.34","","","","0.63","0.63","0.63","","",""
"29434","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29436","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"29437","","","","","","","0.33","0.33","0.33","","","","0.65","0.65","0.65","","",""
"29446","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29447","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29448","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"29450","","","","","","","","","","","","","","","","0.39","0.39","0.39"
"29451","","","","","","","0.31","0.31","0.31","","","","0.64","0.64","0.64","","",""
"29460","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"29461","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29464","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"29465","","","","","","","0.32","0.32","0.32","","","","0.64","0.64","0.64","","",""
"29474","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29475","0.67","0.67","0.67","","","","","","","0.74","0.74","0.74","","","","","",""
"29479","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29483","","","","","","","","","","","","","","","","0.4","0.4","0.4"
"29484","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"29489","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"29493","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29497","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"29498","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29501","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"29502","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29503","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29507","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29511","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"29512","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29515","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"29516","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"29521","","","","","","","","","","","","","0.64","0.64","0.64","","",""
"29525","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"29526","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29529","","","","0.4","0.4","0.4","","","","","","","","","","","",""
"29530","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"29539","0.66","0.66","0.66","","","","","","","","","","","","","0.42","0.42","0.42"
"29543","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"29544","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29553","0.65","0.65","0.65","","","","","","","","","","","","","0.42","0.42","0.42"
"29557","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"29558","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29562","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29563","","","","","","","","","","","","","0.65","0.65","0.65","","",""
"29567","0.66","0.66","0.66","","","","","","","","","","","","","0.41","0.41","0.41"
"29571","","","","0.4","0.4","0.4","","","","","","","","","","","",""
"29572","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29576","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29577","","","","","","","","","","","","","0.65","0.65","0.65","","",""
"29581","0.66","0.66","0.66","","","","","","","","","","","","","0.4","0.4","0.4"
"29585","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"29586","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29590","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29591","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"29595","0.66","0.66","0.66","","","","","","","","","","","","","0.42","0.42","0.42"
"29599","","","","0.41","0.41","0.41","","","","","","","","","","","",""
"29604","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29605","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"29609","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29613","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29618","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29619","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"29622","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29623","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29627","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"29631","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"29632","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29633","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"29636","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29637","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29641","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"29645","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"29647","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"29650","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29651","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29659","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"29661","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"29664","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29665","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29672","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"29673","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"29675","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"29678","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29686","","","","","","","","","","","","","","","","0.45","0.45","0.45"
"29687","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"29691","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"29692","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29693","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"29700","","","","","","","","","","","","","","","","0.44","0.44","0.44"
"29701","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"29705","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"29706","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29707","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"29711","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"29714","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"29715","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29719","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"29720","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29725","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"29726","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"29728","","","","","","","","","","","","","","","","0.43","0.43","0.43"
"29729","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"29733","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"29734","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29739","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"29740","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"29742","","","","","","","","","","","","","","","","0.44","0.44","0.44"
"29743","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"29747","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29748","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29753","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"29754","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"29756","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"29757","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"29761","","","","0.49","0.49","0.49","","","","","","","","","","","",""
"29768","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"29770","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"29775","","","","0.5","0.5","0.5","","","","","","","","","","","",""
"29780","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"29782","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"29784","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"29789","","","","0.51","0.51","0.51","","","","","","","","","","","",""
"29790","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29793","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"29794","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"29796","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"29798","","","","","","","","","","","","","","","","0.42","0.42","0.42"
"29803","","","","0.5","0.5","0.5","","","","","","","","","","","",""
"29804","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29807","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"29808","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"29812","","","","","","","","","","","","","","","","0.41","0.41","0.41"
"29817","","","","0.48","0.48","0.48","","","","","","","","","","","",""
"29818","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29821","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"29824","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29831","","","","0.5","0.5","0.5","","","","","","","","","","","",""
"29832","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29838","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29844","","","","","","","","","","","","","0.72","0.72","0.72","0.39","0.39","0.39"
"29845","","","","0.51","0.51","0.51","","","","","","","","","","","",""
"29846","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29848","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"29852","0.64","0.64","0.64","","","","","","","","","","","","","","",""
"29858","","","","","","","","","","","","","0.71","0.71","0.71","0.38","0.38","0.38"
"29860","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29862","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29866","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29872","","","","0.48","0.48","0.48","","","","","","","0.72","0.72","0.72","0.38","0.38","0.38"
"29874","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"29876","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29880","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29886","","","","0.47","0.47","0.47","","","","","","","0.71","0.71","0.71","0.38","0.38","0.38"
"29888","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29890","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"29894","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29900","","","","","","","","","","","","","0.71","0.71","0.71","0.36","0.36","0.36"
"29902","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29904","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"29908","0.66","0.66","0.66","","","","","","","","","","","","","","",""
"29914","","","","","","","","","","","","","0.7","0.7","0.7","0.35","0.35","0.35"
"29918","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29922","","","","0.48","0.48","0.48","","","","","","","","","","","",""
"29928","","","","","","","","","","","","","0.69","0.69","0.69","0.35","0.35","0.35"
"29932","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"29935","0.65","0.65","0.65","","","","","","","","","","","","","","",""
"29936","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"29938","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29942","","","","","","","","","","","","","0.69","0.69","0.69","0.36","0.36","0.36"
"29946","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"29950","","","","0.48","0.48","0.48","","","","","","","","","","","",""
"29952","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"29956","","","","","","","","","","","","","0.7","0.7","0.7","0.36","0.36","0.36"
"29963","0.63","0.63","0.63","","","","","","","","","","","","","","",""
"29964","","","","0.47","0.47","0.47","","","","","","","","","","","",""
"29966","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"29977","0.61","0.61","0.61","","","","","","","","","","","","","","",""
"29978","","","","0.49","0.49","0.49","","","","","","","","","","","",""
"29980","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"29982","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"29983","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"29991","0.6","0.6","0.6","","","","","","","","","","","","","","",""
"29992","","","","0.48","0.48","0.48","","","","","","","0.7","0.7","0.7","","",""
"29994","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"29996","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"29997","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"30005","0.61","0.61","0.61","","","","","","","","","","","","","","",""
"30006","","","","0.48","0.48","0.48","","","","","","","0.69","0.69","0.69","","",""
