"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"45159","","","","-30.949993","-30.949993","-30.949993","","","","","","","","","","","",""
"45162","62.301346","62.301346","62.301346","","","","","","","","","","","","","","",""
"45167","","","","","","","-35.44788","-35.44788","-35.44788","","","","","","","","",""
"45170","","","","","","","","","","97.17019","97.17019","97.17019","","","","","",""
"45173","","","","-32.86397","-32.86397","-32.86397","","","","","","","","","","","",""
"45176","55.241932","55.241932","55.241932","","","","","","","","","","","","","-52.458138","-52.458138","-52.458138"
"45177","","","","","","","","","","","","","80.53845","80.53845","80.53845","","",""
"45181","","","","","","","-31.739447","-31.739447","-31.739447","","","","","","","","",""
"45184","","","","","","","","","","92.10958","92.10958","92.10958","","","","","",""
"45187","","","","-31.274317","-31.274317","-31.274317","","","","","","","","","","","",""
"45190","59.281136","59.281136","59.281136","","","","","","","","","","","","","-53.40467","-53.40467","-53.40467"
"45191","","","","","","","","","","","","","77.87719","77.87719","77.87719","","",""
"45198","","","","","","","","","","92.2512","92.2512","92.2512","","","","","",""
"45201","","","","-25.578703","-25.578703","-25.578703","","","","","","","","","","","",""
"45204","54.49644","54.49644","54.49644","","","","","","","","","","","","","-53.584503","-53.584503","-53.584503"
"45205","","","","","","","","","","","","","74.38549","74.38549","74.38549","","",""
"45208","","","","","","","-30.690943","-30.690943","-30.690943","","","","","","","","",""
"45212","","","","","","","","","","93.05364","93.05364","93.05364","","","","","",""
"45215","","","","-33.812584","-33.812584","-33.812584","","","","","","","","","","","",""
"45218","56.02247","56.02247","56.02247","","","","","","","","","","","","","-53.776146","-53.776146","-53.776146"
"45219","","","","","","","","","","","","","73.3752","73.3752","73.3752","","",""
"45222","","","","","","","-31.771097","-31.771097","-31.771097","","","","","","","","",""
"45226","","","","","","","","","","97.054115","97.054115","97.054115","","","","","",""
"45232","","","","","","","","","","","","","","","","-54.847057","-54.847057","-54.847057"
"45233","","","","","","","","","","","","","74.220764","74.220764","74.220764","","",""
"45236","","","","","","","-30.626694","-30.626694","-30.626694","","","","","","","","",""
"45240","","","","","","","","","","98.56982","98.56982","98.56982","","","","","",""
"45242","","","","-35.997334","-35.997334","-35.997334","","","","","","","","","","","",""
"45245","61.088615","61.088615","61.088615","","","","","","","","","","","","","","",""
"45246","","","","","","","","","","","","","","","","-56.016674","-56.016674","-56.016674"
"45247","","","","","","","","","","","","","81.48794","81.48794","81.48794","","",""
"45250","","","","","","","-31.65","-31.65","-31.65","","","","","","","","",""
"45254","","","","","","","","","","99.41359","99.41359","99.41359","","","","","",""
"45256","","","","-31.65749","-31.65749","-31.65749","","","","","","","","","","","",""
"45259","58.888016","58.888016","58.888016","","","","","","","","","","","","","","",""
"45261","","","","","","","","","","","","","82.17955","82.17955","82.17955","","",""
"45264","","","","","","","-33.284176","-33.284176","-33.284176","","","","","","","","",""
"45270","","","","-28.555075","-28.555075","-28.555075","","","","","","","","","","","",""
"45273","58.82859","58.82859","58.82859","","","","","","","","","","","","","","",""
"45275","","","","","","","","","","","","","82.51043","82.51043","82.51043","","",""
"45278","","","","","","","-36.089336","-36.089336","-36.089336","","","","","","","","",""
"45282","","","","","","","","","","","","","","","","-59.245163","-59.245163","-59.245163"
"45284","","","","-20.443516","-20.443516","-20.443516","","","","","","","","","","","",""
"45287","60.11401","60.11401","60.11401","","","","","","","","","","","","","","",""
"45289","","","","","","","","","","","","","85.52359","85.52359","85.52359","","",""
"45290","","","","","","","","","","99.642265","99.642265","99.642265","","","","","",""
"45292","","","","","","","-33.26281","-33.26281","-33.26281","","","","","","","","",""
"45296","","","","","","","","","","","","","","","","-52.310562","-52.310562","-52.310562"
"45298","","","","-21.044289","-21.044289","-21.044289","","","","","","","","","","","",""
"45303","","","","","","","","","","","","","77.532776","77.532776","77.532776","","",""
"45304","","","","","","","","","","100.27275","100.27275","100.27275","","","","","",""
"45306","","","","","","","-29.561327","-29.561327","-29.561327","","","","","","","","",""
"45310","","","","","","","","","","","","","","","","-52.123528","-52.123528","-52.123528"
"45315","55.05934","55.05934","55.05934","","","","","","","","","","","","","","",""
"45320","","","","","","","-27.069468","-27.069468","-27.069468","","","","","","","","",""
"45324","","","","","","","","","","","","","","","","-55.56224","-55.56224","-55.56224"
"45329","58.03158","58.03158","58.03158","","","","","","","","","","","","","","",""
"45331","","","","","","","","","","96.54099","96.54099","96.54099","","","","","",""
"45334","","","","-21.486465","-21.486465","-21.486465","","","","","","","","","","","",""
"45339","","","","","","","","","","","","","72.19738","72.19738","72.19738","","",""
"45343","58.866436","58.866436","58.866436","","","","","","","","","","","","","-58.395424","-58.395424","-58.395424"
"45345","","","","","","","","","","94.43988","94.43988","94.43988","","","","","",""
"45348","","","","-20.52552","-20.52552","-20.52552","","","","","","","","","","","",""
"45353","","","","","","","","","","","","","69.731476","69.731476","69.731476","","",""
"45356","","","","","","","-25.210562","-25.210562","-25.210562","","","","","","","","",""
"45357","59.22469","59.22469","59.22469","","","","","","","","","","","","","-63.052128","-63.052128","-63.052128"
"45359","","","","","","","","","","87.59017","87.59017","87.59017","","","","","",""
"45362","","","","-18.360868","-18.360868","-18.360868","","","","","","","","","","","",""
"45367","","","","","","","","","","","","","65.71244","65.71244","65.71244","","",""
"45371","59.796936","59.796936","59.796936","","","","","","","","","","","","","-68.26967","-68.26967","-68.26967"
"45373","","","","","","","","","","86.92967","86.92967","86.92967","","","","","",""
"45376","","","","-13.585211","-13.585211","-13.585211","","","","","","","","","","","",""
"45381","","","","","","","","","","","","","60.99445","60.99445","60.99445","","",""
"45383","","","","","","","-27.823046","-27.823046","-27.823046","","","","","","","","",""
"45385","63.773514","63.773514","63.773514","","","","","","","","","","","","","-70.873924","-70.873924","-70.873924"
"45387","","","","","","","","","","83.29848","83.29848","83.29848","","","","","",""
"45390","","","","-19.25805","-19.25805","-19.25805","","","","","","","","","","","",""
"45395","","","","","","","","","","","","","56.411476","56.411476","56.411476","","",""
"45397","","","","","","","-26.352182","-26.352182","-26.352182","","","","","","","","",""
"45399","61.59","61.59","61.59","","","","","","","","","","","","","-74.23702","-74.23702","-74.23702"
"45401","","","","","","","","","","86.12083","86.12083","86.12083","","","","","",""
"45404","","","","-22.646677","-22.646677","-22.646677","","","","","","","","","","","",""
"45411","","","","","","","-29.22518","-29.22518","-29.22518","","","","","","","","",""
"45413","65.10207","65.10207","65.10207","","","","","","","","","","","","","-71.2916","-71.2916","-71.2916"
"45414","","","","","","","","","","","","","53.897987","53.897987","53.897987","","",""
"45415","","","","","","","","","","86.53313","86.53313","86.53313","","","","","",""
"45425","","","","","","","-29.006252","-29.006252","-29.006252","","","","","","","","",""
"45427","68.87003","68.87003","68.87003","","","","","","","","","","","","","-69.62826","-69.62826","-69.62826"
"45428","","","","","","","","","","","","","50.985195","50.985195","50.985195","","",""
"45431","","","","-24.175064","-24.175064","-24.175064","","","","","","","","","","","",""
"45439","","","","","","","-29.103123","-29.103123","-29.103123","","","","","","","","",""
"45442","","","","","","","","","","","","","52.484592","52.484592","52.484592","","",""
"45445","","","","-25.125292","-25.125292","-25.125292","","","","","","","","","","","",""
"45451","","","","","","","","","","83.68771","83.68771","83.68771","","","","","",""
"45453","","","","","","","-24.489716","-24.489716","-24.489716","","","","","","","","",""
"45459","","","","-20.261915","-20.261915","-20.261915","","","","","","","","","","","",""
"45463","69.431335","69.431335","69.431335","","","","","","","","","","","","","-72.86345","-72.86345","-72.86345"
"45465","","","","","","","","","","85.3597","85.3597","85.3597","","","","","",""
"45467","","","","","","","-27.451496","-27.451496","-27.451496","","","","","","","","",""
"45473","","","","-19.405252","-19.405252","-19.405252","","","","","","","","","","","",""
"45477","71.414246","71.414246","71.414246","","","","","","","","","","","","","-78.514725","-78.514725","-78.514725"
"45478","","","","","","","","","","","","","53.3456","53.3456","53.3456","","",""
"45479","","","","","","","","","","82.06072","82.06072","82.06072","","","","","",""
"45481","","","","","","","-28.518047","-28.518047","-28.518047","","","","","","","","",""
"45487","","","","-19.651207","-19.651207","-19.651207","","","","","","","","","","","",""
"45491","","","","","","","","","","","","","","","","-77.58011","-77.58011","-77.58011"
"45492","","","","","","","","","","","","","55.754635","55.754635","55.754635","","",""
"45493","","","","","","","","","","78.8224","78.8224","78.8224","","","","","",""
"45495","","","","","","","-33.098534","-33.098534","-33.098534","","","","","","","","",""
"45501","","","","-12.020353","-12.020353","-12.020353","","","","","","","","","","","",""
"45504","70.4423","70.4423","70.4423","","","","","","","","","","","","","","",""
"45506","","","","","","","","","","","","","49.927116","49.927116","49.927116","","",""
"45507","","","","","","","","","","74.184654","74.184654","74.184654","","","","","",""
"45509","","","","","","","-35.00986","-35.00986","-35.00986","","","","","","","","",""
"45515","","","","-16.961077","-16.961077","-16.961077","","","","","","","","","","","",""
"45518","75.78177","75.78177","75.78177","","","","","","","","","","","","","-72.60025","-72.60025","-72.60025"
"45520","","","","","","","","","","","","","44.45185","44.45185","44.45185","","",""
"45521","","","","","","","","","","71.16449","71.16449","71.16449","","","","","",""
"45523","","","","","","","-38.26503","-38.26503","-38.26503","","","","","","","","",""
"45532","68.15891","68.15891","68.15891","","","","","","","","","","","","","-67.35774","-67.35774","-67.35774"
"45534","","","","","","","","","","","","","43.830223","43.830223","43.830223","","",""
"45535","","","","","","","","","","72.66545","72.66545","72.66545","","","","","",""
"45546","67.66476","67.66476","67.66476","","","","","","","","","","","","","-68.401","-68.401","-68.401"
"45548","","","","","","","","","","","","","47.37229","47.37229","47.37229","","",""
"45549","","","","","","","","","","71.06694","71.06694","71.06694","","","","","",""
"45550","","","","","","","-35.11977","-35.11977","-35.11977","","","","","","","","",""
"45551","","","","-23.975103","-23.975103","-23.975103","","","","","","","","","","","",""
"45560","69.0971","69.0971","69.0971","","","","","","","","","","","","","-69.20652","-69.20652","-69.20652"
"45562","","","","","","","","","","","","","45.426147","45.426147","45.426147","","",""
"45563","","","","","","","","","","74.76374","74.76374","74.76374","","","","","",""
"45565","","","","-26.32928","-26.32928","-26.32928","","","","","","","","","","","",""
"45574","66.19792","66.19792","66.19792","","","","","","","","","","","","","-64.89994","-64.89994","-64.89994"
"45576","","","","","","","","","","","","","45.28365","45.28365","45.28365","","",""
"45577","","","","","","","-35.080658","-35.080658","-35.080658","","","","","","","","",""
"45579","","","","-29.577553","-29.577553","-29.577553","","","","","","","","","","","",""
"45588","","","","","","","","","","","","","","","","-65.139366","-65.139366","-65.139366"
"45590","","","","","","","","","","76.541275","76.541275","76.541275","","","","","",""
"45591","","","","","","","-37.33221","-37.33221","-37.33221","","","","","","","","",""
"45593","","","","-25.363121","-25.363121","-25.363121","","","","","","","","","","","",""
"45602","69.88659","69.88659","69.88659","","","","","","","","","","","","","-64.25943","-64.25943","-64.25943"
"45605","","","","","","","-43.600216","-43.600216","-43.600216","","","","","","","","",""
"45612","","","","-24.732271","-24.732271","-24.732271","","","","","","","52.795933","52.795933","52.795933","","",""
"45616","65.92406","65.92406","65.92406","","","","","","","","","","","","","-63.779068","-63.779068","-63.779068"
"45619","","","","","","","-50.207863","-50.207863","-50.207863","","","","","","","","",""
"45626","","","","-34.033707","-34.033707","-34.033707","","","","","","","51.877594","51.877594","51.877594","","",""
"45627","","","","","","","","","","78.33031","78.33031","78.33031","","","","","",""
"45630","67.988365","67.988365","67.988365","","","","","","","","","","","","","-58.995872","-58.995872","-58.995872"
"45633","","","","","","","-45.201004","-45.201004","-45.201004","","","","","","","","",""
"45640","","","","-29.474224","-29.474224","-29.474224","","","","","","","50.309467","50.309467","50.309467","","",""
"45641","","","","","","","","","","80.5063","80.5063","80.5063","","","","","",""
"45644","69.29494","69.29494","69.29494","","","","","","","","","","","","","-59.745113","-59.745113","-59.745113"
"45647","","","","","","","-43.132587","-43.132587","-43.132587","","","","","","","","",""
"45654","","","","-26.766193","-26.766193","-26.766193","","","","","","","","","","","",""
"45655","","","","","","","","","","80.49748","80.49748","80.49748","","","","","",""
"45658","67.06741","67.06741","67.06741","","","","","","","","","","","","","","",""
"45661","","","","","","","-41.4656","-41.4656","-41.4656","","","","","","","","",""
"45667","","","","","","","","","","","","","47.699165","47.699165","47.699165","","",""
"45668","","","","-28.161663","-28.161663","-28.161663","","","","","","","","","","","",""
"45669","","","","","","","","","","80.52554","80.52554","80.52554","","","","","",""
"45671","","","","","","","","","","","","","","","","-61.08874","-61.08874","-61.08874"
"45672","67.96873","67.96873","67.96873","","","","","","","","","","","","","","",""
"45675","","","","","","","-36.506676","-36.506676","-36.506676","","","","","","","","",""
"45681","","","","","","","","","","","","","48.130817","48.130817","48.130817","","",""
"45682","","","","-29.127958","-29.127958","-29.127958","","","","","","","","","","","",""
"45683","","","","","","","","","","76.9537","76.9537","76.9537","","","","","",""
"45686","64.21428","64.21428","64.21428","","","","","","","","","","","","","","",""
"45689","","","","","","","-39.502766","-39.502766","-39.502766","","","","","","","","",""
"45695","","","","","","","","","","","","","47.67997","47.67997","47.67997","","",""
"45696","","","","-28.268166","-28.268166","-28.268166","","","","","","","","","","","",""
"45697","","","","","","","","","","77.9937","77.9937","77.9937","","","","","",""
"45700","66.88633","66.88633","66.88633","","","","","","","","","","","","","","",""
"45703","","","","","","","-36.707703","-36.707703","-36.707703","","","","","","","","",""
"45708","","","","","","","","","","","","","","","","-58.66204","-58.66204","-58.66204"
"45709","","","","","","","","","","","","","47.71463","47.71463","47.71463","","",""
"45710","","","","-23.489983","-23.489983","-23.489983","","","","","","","","","","","",""
"45711","","","","","","","","","","73.16841","73.16841","73.16841","","","","","",""
"45714","72.07572","72.07572","72.07572","","","","","","","","","","","","","","",""
"45717","","","","","","","-36.443474","-36.443474","-36.443474","","","","","","","","",""
"45722","","","","","","","","","","","","","","","","-54.23572","-54.23572","-54.23572"
"45723","","","","","","","","","","","","","47.347073","47.347073","47.347073","","",""
"45724","","","","-17.28986","-17.28986","-17.28986","","","","","","","","","","","",""
"45725","","","","","","","","","","73.83796","73.83796","73.83796","","","","","",""
"45736","","","","","","","","","","","","","","","","-58.90373","-58.90373","-58.90373"
"45737","","","","","","","","","","","","","49.56648","49.56648","49.56648","","",""
"45738","","","","-18.63584","-18.63584","-18.63584","","","","","","","","","","","",""
"45739","","","","","","","","","","79.59615","79.59615","79.59615","","","","","",""
"45744","","","","","","","-33.172142","-33.172142","-33.172142","","","","","","","","",""
"45750","","","","","","","","","","","","","","","","-57.237152","-57.237152","-57.237152"
"45753","","","","","","","","","","80.17376","80.17376","80.17376","","","","","",""
"45758","","","","","","","-34.020416","-34.020416","-34.020416","","","","","","","","",""
"45764","73.81172","73.81172","73.81172","","","","","","","","","","","","","-55.72318","-55.72318","-55.72318"
"45768","69.960335","69.960335","69.960335","","","","","","","","","","","","","","",""
"45773","","","","","","","","","","","","","57.40678","57.40678","57.40678","","",""
"45774","","","","-19.020947","-19.020947","-19.020947","","","","","","","","","","","",""
"45778","","","","","","","","","","","","","","","","-53.125034","-53.125034","-53.125034"
"45782","72.16079","72.16079","72.16079","","","","","","","","","","","","","","",""
"45787","","","","","","","","","","","","","51.29976","51.29976","51.29976","","",""
"45789","","","","","","","","","","80.87444","80.87444","80.87444","","","","","",""
"45792","","","","","","","","","","","","","","","","-46.484737","-46.484737","-46.484737"
"45794","","","","","","","-25.70081","-25.70081","-25.70081","","","","","","","","",""
"45796","73.33786","73.33786","73.33786","","","","","","","","","","","","","","",""
"45801","","","","-21.802685","-21.802685","-21.802685","","","","","","","52.790142","52.790142","52.790142","","",""
"45803","","","","","","","","","","79.79072","79.79072","79.79072","","","","","",""
"45806","","","","","","","","","","","","","","","","-44.268368","-44.268368","-44.268368"
"45808","","","","","","","-23.588833","-23.588833","-23.588833","","","","","","","","",""
"45810","74.50516","74.50516","74.50516","","","","","","","","","","","","","","",""
"45815","","","","-17.201017","-17.201017","-17.201017","","","","","","","54.76969","54.76969","54.76969","","",""
"45817","","","","","","","","","","81.984314","81.984314","81.984314","","","","","",""
"45820","","","","","","","","","","","","","","","","-43.186195","-43.186195","-43.186195"
"45822","","","","","","","-24.354563","-24.354563","-24.354563","","","","","","","","",""
"45824","76.22454","76.22454","76.22454","","","","","","","","","","","","","","",""
"45829","","","","-15.365793","-15.365793","-15.365793","","","","","","","55.648155","55.648155","55.648155","","",""
"45831","","","","","","","","","","83.876015","83.876015","83.876015","","","","","",""
"45836","","","","","","","-27.073654","-27.073654","-27.073654","","","","","","","","",""
"45838","78.715225","78.715225","78.715225","","","","","","","","","","","","","","",""
"45843","","","","-12.80199","-12.80199","-12.80199","","","","","","","60.85388","60.85388","60.85388","","",""
"45845","","","","","","","","","","86.000725","86.000725","86.000725","","","","","",""
"45847","","","","","","","","","","","","","","","","-43.38354","-43.38354","-43.38354"
"45850","","","","","","","-29.72501","-29.72501","-29.72501","","","","","","","","",""
"45852","80.12295","80.12295","80.12295","","","","","","","","","","","","","","",""
"45857","","","","-12.295244","-12.295244","-12.295244","","","","","","","57.971222","57.971222","57.971222","","",""
"45859","","","","","","","","","","88.21438","88.21438","88.21438","","","","","",""
"45861","","","","","","","","","","","","","","","","-48.69596","-48.69596","-48.69596"
"45864","","","","","","","-34.82727","-34.82727","-34.82727","","","","","","","","",""
"45866","82.479546","82.479546","82.479546","","","","","","","","","","","","","","",""
"45871","","","","-17.541567","-17.541567","-17.541567","","","","","","","63.97715","63.97715","63.97715","","",""
"45873","","","","","","","","","","91.72518","91.72518","91.72518","","","","","",""
"45875","","","","","","","","","","","","","","","","-45.935307","-45.935307","-45.935307"
"45878","","","","","","","-29.679544","-29.679544","-29.679544","","","","","","","","",""
"45880","82.86947","82.86947","82.86947","","","","","","","","","","","","","","",""
"45885","","","","-17.580639","-17.580639","-17.580639","","","","","","","","","","","",""
"45892","","","","","","","-29.244581","-29.244581","-29.244581","","","","","","","","",""
"45894","83.04544","83.04544","83.04544","","","","","","","","","","","","","","",""
"45899","","","","-16.781507","-16.781507","-16.781507","","","","","","","","","","","",""
"45900","","","","","","","","","","94.08173","94.08173","94.08173","","","","","",""
"45911","","","","","","","","","","","","","","","","-43.531487","-43.531487","-43.531487"
"45912","","","","","","","","","","","","","58.46292","58.46292","58.46292","","",""
"45913","","","","-24.995178","-24.995178","-24.995178","","","","","","","","","","","",""
"45914","","","","","","","","","","94.58296","94.58296","94.58296","","","","","",""
"45919","","","","","","","-27.53717","-27.53717","-27.53717","","","","","","","","",""
"45925","","","","","","","","","","","","","","","","-44.437378","-44.437378","-44.437378"
"45926","","","","","","","","","","","","","57.740326","57.740326","57.740326","","",""
"45927","","","","-27.452074","-27.452074","-27.452074","","","","","","","","","","","",""
"45928","","","","","","","","","","96.314384","96.314384","96.314384","","","","","",""
"45930","83.51678","83.51678","83.51678","","","","","","","","","","","","","","",""
"45933","","","","","","","-23.038586","-23.038586","-23.038586","","","","","","","","",""
"45939","","","","","","","","","","","","","","","","-50.002815","-50.002815","-50.002815"
"45940","","","","","","","","","","","","","58.368397","58.368397","58.368397","","",""
"45941","","","","-25.376354","-25.376354","-25.376354","","","","","","","","","","","",""
"45942","","","","","","","","","","99.8916","99.8916","99.8916","","","","","",""
"45944","83.914444","83.914444","83.914444","","","","","","","","","","","","","","",""
"45947","","","","","","","-24.42693","-24.42693","-24.42693","","","","","","","","",""
"45953","","","","","","","","","","","","","","","","-57.32608","-57.32608","-57.32608"
"45954","","","","","","","","","","","","","55.555264","55.555264","55.555264","","",""
"45958","81.71117","81.71117","81.71117","","","","","","","","","","","","","","",""
"45961","","","","","","","-29.863043","-29.863043","-29.863043","","","","","","","","",""
"45967","","","","","","","","","","","","","","","","-54.078377","-54.078377","-54.078377"
"45968","","","","","","","","","","","","","51.43717","51.43717","51.43717","","",""
"45972","79.8078","79.8078","79.8078","","","","","","","","","","","","","","",""
"45978","","","","","","","","","","97.98161","97.98161","97.98161","","","","","",""
"45981","","","","","","","","","","","","","","","","-54.841606","-54.841606","-54.841606"
"45982","","","","","","","","","","","","","47.970997","47.970997","47.970997","","",""
"45991","","","","-22.873835","-22.873835","-22.873835","","","","","","","","","","","",""
"45992","","","","","","","","","","94.755066","94.755066","94.755066","","","","","",""
"45995","","","","","","","","","","","","","","","","-54.595284","-54.595284","-54.595284"
"45996","","","","","","","","","","","","","46.595234","46.595234","46.595234","","",""
"45997","","","","","","","-32.24805","-32.24805","-32.24805","","","","","","","","",""
"45999","78.060585","78.060585","78.060585","","","","","","","","","","","","","","",""
"46005","","","","-21.349924","-21.349924","-21.349924","","","","","","","","","","","",""
"46006","","","","","","","","","","92.84491","92.84491","92.84491","","","","","",""
"46011","","","","","","","-28.436928","-28.436928","-28.436928","","","","","","","","",""
"46013","70.918045","70.918045","70.918045","","","","","","","","","","","","","","",""
"46019","","","","-23.38933","-23.38933","-23.38933","","","","","","","","","","","",""
"46020","","","","","","","","","","91.8745","91.8745","91.8745","","","","","",""
"46022","","","","","","","","","","","","","","","","-53.049896","-53.049896","-53.049896"
"46025","","","","","","","-25.403507","-25.403507","-25.403507","","","","","","","","",""
"46027","69.67445","69.67445","69.67445","","","","","","","","","","","","","","",""
"46032","","","","","","","","","","","","","41.85214","41.85214","41.85214","","",""
"46033","","","","-25.630419","-25.630419","-25.630419","","","","","","","","","","","",""
"46034","","","","","","","","","","92.1472","92.1472","92.1472","","","","","",""
"46036","","","","","","","","","","","","","","","","-53.191013","-53.191013","-53.191013"
"46039","","","","","","","-20.351847","-20.351847","-20.351847","","","","","","","","",""
"46046","","","","","","","","","","","","","36.635075","36.635075","36.635075","","",""
"46047","","","","-21.809393","-21.809393","-21.809393","","","","","","","","","","","",""
"46048","","","","","","","","","","88.676834","88.676834","88.676834","","","","","",""
"46050","","","","","","","","","","","","","","","","-49.445374","-49.445374","-49.445374"
"46053","","","","","","","-22.587437","-22.587437","-22.587437","","","","","","","","",""
"46060","","","","","","","","","","","","","39.670265","39.670265","39.670265","","",""
"46061","","","","-21.714285","-21.714285","-21.714285","","","","","","","","","","","",""
"46062","","","","","","","","","","86.84878","86.84878","86.84878","","","","","",""
"46063","70.17598","70.17598","70.17598","","","","","","","","","","","","","","",""
"46064","","","","","","","","","","","","","","","","-52.195343","-52.195343","-52.195343"
"46067","","","","","","","-22.227728","-22.227728","-22.227728","","","","","","","","",""
"46074","","","","","","","","","","","","","44.679577","44.679577","44.679577","","",""
"46075","","","","-24.057047","-24.057047","-24.057047","","","","","","","","","","","",""
"46076","","","","","","","","","","83.52867","83.52867","83.52867","","","","","",""
"46077","64.276825","64.276825","64.276825","","","","","","","","","","","","","","",""
"46078","","","","","","","","","","","","","","","","-49.85956","-49.85956","-49.85956"
"46081","","","","","","","-24.300795","-24.300795","-24.300795","","","","","","","","",""
"46088","","","","","","","","","","","","","44.530148","44.530148","44.530148","","",""
"46089","","","","-21.618187","-21.618187","-21.618187","","","","","","","","","","","",""
"46091","67.49175","67.49175","67.49175","","","","","","","","","","","","","","",""
"46100","","","","","","","-26.821373","-26.821373","-26.821373","","","","","","","","",""
"46102","","","","","","","","","","","","","40.450813","40.450813","40.450813","","",""
"46103","","","","-21.835949","-21.835949","-21.835949","","","","","","","","","","","",""
"46105","68.91784","68.91784","68.91784","","","","","","","","","","","","","","",""
"46112","","","","","","","","","","86.39073","86.39073","86.39073","","","","","",""
"46114","","","","","","","-24.46703","-24.46703","-24.46703","","","","","","","-49.89411","-49.89411","-49.89411"
"46117","","","","-26.457354","-26.457354","-26.457354","","","","","","","","","","","",""
"46119","74.0334","74.0334","74.0334","","","","","","","","","","","","","","",""
"46126","","","","","","","","","","80.698074","80.698074","80.698074","","","","","",""
"46128","","","","","","","-24.838594","-24.838594","-24.838594","","","","","","","-52.863796","-52.863796","-52.863796"
"46129","","","","","","","","","","","","","41.177555","41.177555","41.177555","","",""
"46133","71.54585","71.54585","71.54585","","","","","","","","","","","","","","",""
"46140","","","","","","","","","","85.16143","85.16143","85.16143","","","","","",""
"46142","","","","","","","-30.110548","-30.110548","-30.110548","","","","","","","-58.44877","-58.44877","-58.44877"
"46143","","","","","","","","","","","","","43.821194","43.821194","43.821194","","",""
"46144","","","","-25.88874","-25.88874","-25.88874","","","","","","","","","","","",""
"46147","68.51372","68.51372","68.51372","","","","","","","","","","","","","","",""
"46154","","","","","","","","","","84.63242","84.63242","84.63242","","","","","",""
"46156","","","","","","","-31.60611","-31.60611","-31.60611","","","","","","","-53.22703","-53.22703","-53.22703"
"46157","","","","","","","","","","","","","43.45146","43.45146","43.45146","","",""
"46158","","","","-31.12298","-31.12298","-31.12298","","","","","","","","","","","",""
"46161","69.298485","69.298485","69.298485","","","","","","","","","","","","","","",""
"46170","","","","","","","","","","","","","","","","-51.33793","-51.33793","-51.33793"
"46173","","","","","","","","","","84.87027","84.87027","84.87027","","","","","",""
"46175","71.2232","71.2232","71.2232","","","","","","","","","","","","","","",""
"46184","","","","","","","","","","","","","","","","-47.28982","-47.28982","-47.28982"
"46187","","","","","","","","","","85.02905","85.02905","85.02905","","","","","",""
"46189","67.574585","67.574585","67.574585","","","","","","","","","","","","","","",""
"46192","","","","","","","-34.50553","-34.50553","-34.50553","","","","","","","","",""
"46193","","","","","","","","","","","","","38.78075","38.78075","38.78075","","",""
"46194","","","","-33.920353","-33.920353","-33.920353","","","","","","","","","","","",""
"46201","","","","","","","","","","86.0766","86.0766","86.0766","","","","","",""
"46206","","","","","","","-41.649467","-41.649467","-41.649467","","","","","","","","",""
"46207","","","","","","","","","","","","","35.139347","35.139347","35.139347","","",""
"46208","","","","-36.607147","-36.607147","-36.607147","","","","","","","","","","","",""
"46211","","","","","","","","","","","","","","","","-46.8178","-46.8178","-46.8178"
"46215","","","","","","","","","","84.203606","84.203606","84.203606","","","","","",""
"46217","66.552475","66.552475","66.552475","","","","","","","","","","","","","","",""
"46220","","","","","","","-39.679592","-39.679592","-39.679592","","","","","","","","",""
"46221","","","","","","","","","","","","","40.270634","40.270634","40.270634","","",""
"46222","","","","-35.733597","-35.733597","-35.733597","","","","","","","","","","","",""
"46225","","","","","","","","","","","","","","","","-52.51749","-52.51749","-52.51749"
"46229","","","","","","","","","","85.06235","85.06235","85.06235","","","","","",""
"46231","64.757484","64.757484","64.757484","","","","","","","","","","","","","","",""
"46234","","","","","","","-34.05319","-34.05319","-34.05319","","","","","","","","",""
"46235","","","","","","","","","","","","","36.130745","36.130745","36.130745","","",""
"46236","","","","-39.574924","-39.574924","-39.574924","","","","","","","","","","","",""
"46239","","","","","","","","","","","","","","","","-53.09649","-53.09649","-53.09649"
"46243","","","","","","","","","","83.91229","83.91229","83.91229","","","","","",""
"46245","66.06754","66.06754","66.06754","","","","","","","","","","","","","","",""
"46248","","","","","","","-34.007397","-34.007397","-34.007397","","","","","","","","",""
"46249","","","","","","","","","","","","","36.16592","36.16592","36.16592","","",""
"46250","","","","-42.979477","-42.979477","-42.979477","","","","","","","","","","","",""
"46253","","","","","","","","","","","","","","","","-52.96626","-52.96626","-52.96626"
"46259","64.086","64.086","64.086","","","","","","","","","","","","","","",""
"46263","","","","","","","","","","","","","32.096222","32.096222","32.096222","","",""
