"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"46264","","","","-43.685837","-43.685837","-43.685837","","","","","","","","","","","",""
"46267","","","","","","","-34.14666","-34.14666","-34.14666","","","","","","","-47.95497","-47.95497","-47.95497"
"46277","","","","","","","","","","","","","30.046982","30.046982","30.046982","","",""
"46278","60.035667","60.035667","60.035667","-48.183777","-48.183777","-48.183777","","","","","","","","","","","",""
"46279","","","","","","","","","","81.39696","81.39696","81.39696","","","","","",""
"46281","","","","","","","-31.456413","-31.456413","-31.456413","","","","","","","-43.438572","-43.438572","-43.438572"
"46291","","","","","","","","","","","","","36.461582","36.461582","36.461582","","",""
"46292","57.246628","57.246628","57.246628","-45.341022","-45.341022","-45.341022","","","","","","","","","","","",""
"46293","","","","","","","","","","81.46772","81.46772","81.46772","","","","","",""
"46295","","","","","","","-34.147022","-34.147022","-34.147022","","","","","","","-44.784897","-44.784897","-44.784897"
"46306","52.899914","52.899914","52.899914","","","","","","","","","","","","","","",""
"46307","","","","","","","","","","71.14369","71.14369","71.14369","","","","","",""
"46309","","","","","","","-35.116898","-35.116898","-35.116898","","","","","","","","",""
"46311","","","","-47.224094","-47.224094","-47.224094","","","","","","","","","","","",""
"46320","55.72911","55.72911","55.72911","","","","","","","","","","","","","","",""
"46321","","","","","","","","","","74.00416","74.00416","74.00416","","","","","",""
"46323","","","","","","","-35.17266","-35.17266","-35.17266","","","","","","","","",""
"46325","","","","-44.045425","-44.045425","-44.045425","","","","","","","","","","","",""
"46327","","","","","","","","","","","","","35.914833","35.914833","35.914833","","",""
"46331","","","","","","","","","","","","","","","","-47.42462","-47.42462","-47.42462"
"46334","51.003857","51.003857","51.003857","","","","","","","","","","","","","","",""
"46335","","","","","","","","","","67.70833","67.70833","67.70833","","","","","",""
"46337","","","","","","","-35.998966","-35.998966","-35.998966","","","","","","","","",""
"46339","","","","-38.62169","-38.62169","-38.62169","","","","","","","","","","","",""
"46341","","","","","","","","","","","","","38.36381","38.36381","38.36381","","",""
"46345","","","","","","","","","","","","","","","","-44.010216","-44.010216","-44.010216"
"46349","","","","","","","","","","70.51622","70.51622","70.51622","","","","","",""
"46351","","","","","","","-33.20932","-33.20932","-33.20932","","","","","","","","",""
"46353","","","","-42.830067","-42.830067","-42.830067","","","","","","","","","","","",""
"46355","","","","","","","","","","","","","34.084442","34.084442","34.084442","","",""
"46359","","","","","","","","","","","","","","","","-45.659687","-45.659687","-45.659687"
"46363","","","","","","","","","","69.01538","69.01538","69.01538","","","","","",""
"46365","","","","","","","-33.130077","-33.130077","-33.130077","","","","","","","","",""
"46369","","","","","","","","","","","","","41.363308","41.363308","41.363308","","",""
"46370","52.749485","52.749485","52.749485","","","","","","","","","","","","","","",""
"46373","","","","","","","","","","","","","","","","-41.374317","-41.374317","-41.374317"
"46377","","","","","","","","","","70.535995","70.535995","70.535995","","","","","",""
"46384","53.01391","53.01391","53.01391","","","","","","","","","","","","","","",""
"46389","","","","-41.717175","-41.717175","-41.717175","","","","","","","","","","","",""
"46391","","","","","","","","","","71.23121","71.23121","71.23121","","","","","",""
"46393","","","","","","","-34.087467","-34.087467","-34.087467","","","","","","","","",""
"46396","","","","","","","","","","","","","47.88128","47.88128","47.88128","","",""
"46398","52.767982","52.767982","52.767982","","","","","","","","","","","","","","",""
"46400","","","","","","","","","","","","","","","","-38.512707","-38.512707","-38.512707"
"46403","","","","-42.025463","-42.025463","-42.025463","","","","","","","","","","","",""
"46410","","","","","","","","","","","","","47.513844","47.513844","47.513844","","",""
"46412","55.877605","55.877605","55.877605","","","","","","","","","","","","","","",""
"46414","","","","","","","","","","","","","","","","-39.88973","-39.88973","-39.88973"
"46417","","","","-43.35575","-43.35575","-43.35575","","","","","","","","","","","",""
"46420","","","","","","","-40.66907","-40.66907","-40.66907","","","","","","","","",""
"46424","","","","","","","","","","","","","47.166256","47.166256","47.166256","","",""
"46426","66.01303","66.01303","66.01303","","","","","","","","","","","","","","",""
"46428","","","","","","","","","","","","","","","","-35.661606","-35.661606","-35.661606"
"46431","","","","-48.239193","-48.239193","-48.239193","","","","","","","","","","","",""
"46434","","","","","","","-40.861576","-40.861576","-40.861576","","","","","","","","",""
"46438","","","","","","","","","","","","","48.2225","48.2225","48.2225","","",""
"46440","65.07755","65.07755","65.07755","","","","","","","71.61089","71.61089","71.61089","","","","","",""
"46442","","","","","","","","","","","","","","","","-39.648922","-39.648922","-39.648922"
"46445","","","","-51.784668","-51.784668","-51.784668","","","","","","","","","","","",""
"46448","","","","","","","-40.26638","-40.26638","-40.26638","","","","","","","","",""
"46452","","","","","","","","","","","","","52.190655","52.190655","52.190655","","",""
"46454","67.424446","67.424446","67.424446","","","","","","","71.817406","71.817406","71.817406","","","","","",""
"46456","","","","","","","","","","","","","","","","-39.301117","-39.301117","-39.301117"
"46459","","","","-50.78554","-50.78554","-50.78554","","","","","","","","","","","",""
"46462","","","","","","","-38.94391","-38.94391","-38.94391","","","","","","","","",""
"46468","71.789604","71.789604","71.789604","","","","","","","68.36067","68.36067","68.36067","","","","","",""
"46470","","","","","","","","","","","","","","","","-42.488388","-42.488388","-42.488388"
"46476","","","","","","","-39.820744","-39.820744","-39.820744","","","","","","","","",""
"46482","74.186356","74.186356","74.186356","","","","","","","65.79244","65.79244","65.79244","","","","","",""
"46484","","","","","","","","","","","","","","","","-42.59473","-42.59473","-42.59473"
"46486","","","","-49.683517","-49.683517","-49.683517","","","","","","","","","","","",""
"46488","","","","","","","","","","","","","56.35378","56.35378","56.35378","","",""
"46490","","","","","","","-35.9524","-35.9524","-35.9524","","","","","","","","",""
"46496","74.149284","74.149284","74.149284","","","","","","","68.043274","68.043274","68.043274","","","","","",""
"46498","","","","","","","","","","","","","","","","-42.891594","-42.891594","-42.891594"
"46500","","","","-47.205753","-47.205753","-47.205753","","","","","","","","","","","",""
"46502","","","","","","","","","","","","","56.163418","56.163418","56.163418","","",""
"46504","","","","","","","-35.499687","-35.499687","-35.499687","","","","","","","","",""
"46510","","","","","","","","","","69.2912","69.2912","69.2912","","","","","",""
"46514","","","","-50.039936","-50.039936","-50.039936","","","","","","","","","","","",""
"46516","","","","","","","","","","","","","52.697887","52.697887","52.697887","","",""
"46518","","","","","","","-37.73964","-37.73964","-37.73964","","","","","","","","",""
"46524","","","","","","","","","","65.608444","65.608444","65.608444","","","","","",""
"46528","","","","-54.326393","-54.326393","-54.326393","","","","","","","","","","","",""
"46530","","","","","","","","","","","","","50.593597","50.593597","50.593597","","",""
"46532","","","","","","","-36.01094","-36.01094","-36.01094","","","","","","","","",""
"46534","","","","","","","","","","","","","","","","-38.617092","-38.617092","-38.617092"
"46538","","","","","","","","","","67.104675","67.104675","67.104675","","","","","",""
"46542","","","","-54.379623","-54.379623","-54.379623","","","","","","","","","","","",""
"46544","","","","","","","","","","","","","51.624836","51.624836","51.624836","","",""
"46545","71.91534","71.91534","71.91534","","","","","","","","","","","","","","",""
"46546","","","","","","","-31.352837","-31.352837","-31.352837","","","","","","","","",""
"46548","","","","","","","","","","","","","","","","-33.312828","-33.312828","-33.312828"
"46552","","","","","","","","","","69.3125","69.3125","69.3125","","","","","",""
"46556","","","","-54.685726","-54.685726","-54.685726","","","","","","","","","","","",""
"46558","","","","","","","","","","","","","51.71209","51.71209","51.71209","","",""
"46559","72.290825","72.290825","72.290825","","","","","","","","","","","","","","",""
"46560","","","","","","","-35.057888","-35.057888","-35.057888","","","","","","","","",""
"46566","","","","","","","","","","69.80127","69.80127","69.80127","","","","","",""
"46570","","","","-52.686165","-52.686165","-52.686165","","","","","","","","","","","",""
"46572","","","","","","","","","","","","","50.06176","50.06176","50.06176","","",""
"46573","75.4716","75.4716","75.4716","","","","","","","","","","","","","","",""
"46575","","","","","","","","","","","","","","","","-32.055897","-32.055897","-32.055897"
"46586","","","","","","","","","","","","","52.860256","52.860256","52.860256","","",""
"46587","70.34568","70.34568","70.34568","","","","-30.161718","-30.161718","-30.161718","","","","","","","","",""
"46589","","","","","","","","","","","","","","","","-32.108883","-32.108883","-32.108883"
"46601","71.46485","71.46485","71.46485","","","","","","","","","","","","","","",""
"46602","","","","","","","","","","67.69352","67.69352","67.69352","","","","","",""
"46603","","","","","","","","","","","","","","","","-28.265867","-28.265867","-28.265867"
"46605","","","","","","","","","","","","","56.78683","56.78683","56.78683","","",""
"46606","","","","-44.275078","-44.275078","-44.275078","","","","","","","","","","","",""
"46615","74.825775","74.825775","74.825775","","","","","","","","","","","","","","",""
"46616","","","","","","","-22.881409","-22.881409","-22.881409","67.52608","67.52608","67.52608","","","","","",""
"46617","","","","","","","","","","","","","","","","-30.46669","-30.46669","-30.46669"
"46620","","","","-38.977566","-38.977566","-38.977566","","","","","","","","","","","",""
"46629","76.39007","76.39007","76.39007","","","","","","","","","","","","","","",""
"46630","","","","","","","-24.545378","-24.545378","-24.545378","71.81876","71.81876","71.81876","","","","","",""
"46631","","","","","","","","","","","","","","","","-30.738194","-30.738194","-30.738194"
"46634","","","","-36.91665","-36.91665","-36.91665","","","","","","","55.164055","55.164055","55.164055","","",""
"46643","72.81181","72.81181","72.81181","","","","","","","","","","","","","","",""
"46644","","","","","","","-29.920307","-29.920307","-29.920307","71.79979","71.79979","71.79979","","","","","",""
"46645","","","","","","","","","","","","","","","","-23.755575","-23.755575","-23.755575"
"46648","","","","-34.641895","-34.641895","-34.641895","","","","","","","56.15517","56.15517","56.15517","","",""
"46657","69.737305","69.737305","69.737305","","","","","","","","","","","","","","",""
"46658","","","","","","","-27.591085","-27.591085","-27.591085","69.29931","69.29931","69.29931","","","","","",""
"46659","","","","","","","","","","","","","","","","-22.155363","-22.155363","-22.155363"
"46662","","","","-31.548185","-31.548185","-31.548185","","","","","","","64.81856","64.81856","64.81856","","",""
"46672","","","","","","","-23.170595","-23.170595","-23.170595","70.95487","70.95487","70.95487","","","","","",""
"46673","","","","","","","","","","","","","","","","-16.771357","-16.771357","-16.771357"
"46676","","","","","","","","","","","","","65.02024","65.02024","65.02024","","",""
"46681","","","","-32.856136","-32.856136","-32.856136","","","","","","","","","","","",""
"46686","","","","","","","-26.352993","-26.352993","-26.352993","70.54308","70.54308","70.54308","","","","","",""
