"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"34439","","","","","","","","","","","","","","","","603.84","603.84","603.84"
"34442","","","","","","","612.19","612.19","612.19","","","","","","","","",""
"34443","","","","541.08","541.08","541.08","","","","","","","","","","","",""
"34449","","","","","","","","","","397.1","397.1","397.1","","","","","",""
"34452","473.61","473.61","473.61","","","","","","","","","","","","","","",""
"34453","","","","","","","","","","","","","","","","615.4","615.4","615.4"
"34456","","","","","","","619.66","619.66","619.66","","","","","","","","",""
"34463","","","","","","","","","","","","","450.06","450.06","450.06","","",""
"34466","462.25","462.25","462.25","","","","","","","","","","","","","","",""
"34467","","","","","","","","","","","","","","","","609.31","609.31","609.31"
"34470","","","","","","","619.66","619.66","619.66","","","","","","","","",""
"34479","","","","532.14","532.14","532.14","","","","","","","","","","","",""
"34480","457.68","457.68","457.68","","","","","","","","","","","","","","",""
"34481","","","","","","","","","","","","","","","","599.86","599.86","599.86"
"34484","","","","","","","619.66","619.66","619.66","","","","","","","","",""
"34491","","","","","","","","","","380.04","380.04","380.04","","","","","",""
"34493","","","","543.15","543.15","543.15","","","","","","","","","","","",""
"34499","","","","","","","","","","","","","437.18","437.18","437.18","","",""
"34505","","","","","","","","","","392.72","392.72","392.72","","","","","",""
"34507","","","","544.63","544.63","544.63","","","","","","","","","","","",""
"34508","","","","","","","","","","","","","","","","594.35","594.35","594.35"
"34511","","","","","","","620.02","620.02","620.02","","","","","","","","",""
"34513","","","","","","","","","","","","","439.23","439.23","439.23","","",""
"34516","459.73","459.73","459.73","","","","","","","","","","","","","","",""
"34519","","","","","","","","","","406.75","406.75","406.75","","","","","",""
"34521","","","","541.65","541.65","541.65","","","","","","","","","","","",""
"34522","","","","","","","","","","","","","","","","598.63","598.63","598.63"
"34525","","","","","","","620.02","620.02","620.02","","","","","","","","",""
"34527","","","","","","","","","","","","","440.85","440.85","440.85","","",""
"34530","472.61","472.61","472.61","","","","","","","","","","","","","","",""
"34533","","","","","","","","","","406.99","406.99","406.99","","","","","",""
"34535","","","","544.31","544.31","544.31","","","","","","","","","","","",""
"34536","","","","","","","","","","","","","","","","610.11","610.11","610.11"
"34539","","","","","","","612.68","612.68","612.68","","","","","","","","",""
"34541","","","","","","","","","","","","","451.18","451.18","451.18","","",""
"34544","479.99","479.99","479.99","","","","","","","","","","","","","","",""
"34547","","","","","","","","","","408.47","408.47","408.47","","","","","",""
"34549","","","","542.67","542.67","542.67","","","","","","","","","","","",""
"34550","","","","","","","","","","","","","","","","610.96","610.96","610.96"
"34553","","","","","","","610.43","610.43","610.43","","","","","","","","",""
"34555","","","","","","","","","","","","","457.85","457.85","457.85","","",""
"34558","470.62","470.62","470.62","","","","","","","","","","","","","","",""
"34561","","","","","","","","","","412.55","412.55","412.55","","","","","",""
"34567","","","","","","","605.07","605.07","605.07","","","","","","","","",""
"34568","","","","557.98","557.98","557.98","","","","","","","","","","","",""
"34569","","","","","","","","","","","","","464","464","464","","",""
"34572","485.44","485.44","485.44","","","","","","","","","","","","","","",""
"34575","","","","","","","","","","417.58","417.58","417.58","","","","","",""
"34582","","","","543.65","543.65","543.65","","","","","","","","","","","",""
"34583","","","","","","","","","","","","","446.43","446.43","446.43","","",""
"34586","","","","","","","","","","","","","","","","613.01","613.01","613.01"
"34589","","","","","","","","","","428.17","428.17","428.17","","","","","",""
"34596","","","","543.71","543.71","543.71","","","","","","","","","","","",""
"34597","","","","","","","","","","","","","446.79","446.79","446.79","","",""
"34599","476.12","476.12","476.12","","","","","","","","","","","","","","",""
"34600","","","","","","","","","","","","","","","","607.12","607.12","607.12"
"34603","","","","","","","614.44","614.44","614.44","419.26","419.26","419.26","","","","","",""
"34610","","","","538.16","538.16","538.16","","","","","","","","","","","",""
"34611","","","","","","","","","","","","","443.21","443.21","443.21","","",""
"34613","471.35","471.35","471.35","","","","","","","","","","","","","","",""
"34614","","","","","","","","","","","","","","","","613.63","613.63","613.63"
"34617","","","","","","","625.94","625.94","625.94","","","","","","","","",""
"34624","","","","531.36","531.36","531.36","","","","","","","","","","","",""
"34627","464.03","464.03","464.03","","","","","","","","","","","","","","",""
"34628","","","","","","","","","","","","","","","","616.44","616.44","616.44"
"34631","","","","","","","620.39","620.39","620.39","415.51","415.51","415.51","","","","","",""
"34638","","","","524.31","524.31","524.31","","","","","","","","","","","",""
"34639","","","","","","","","","","","","","442.86","442.86","442.86","","",""
"34642","","","","","","","","","","","","","","","","620.43","620.43","620.43"
"34645","","","","","","","622.33","622.33","622.33","418.79","418.79","418.79","","","","","",""
"34652","","","","524.65","524.65","524.65","","","","","","","","","","","",""
"34653","","","","","","","","","","","","","439.19","439.19","439.19","","",""
"34659","","","","","","","628.41","628.41","628.41","414.87","414.87","414.87","","","","","",""
"34661","","","","","","","","","","","","","","","","625.64","625.64","625.64"
"34663","463.12","463.12","463.12","","","","","","","","","","","","","","",""
"34666","","","","537.55","537.55","537.55","","","","","","","","","","","",""
"34667","","","","","","","","","","","","","433.99","433.99","433.99","","",""
"34673","","","","","","","620.1","620.1","620.1","423.05","423.05","423.05","","","","","",""
"34675","","","","","","","","","","","","","","","","629.11","629.11","629.11"
"34677","465.85","465.85","465.85","","","","","","","","","","","","","","",""
"34681","","","","","","","","","","","","","426.19","426.19","426.19","","",""
"34687","","","","","","","","","","416.97","416.97","416.97","","","","","",""
"34689","","","","","","","","","","","","","","","","623.93","623.93","623.93"
"34691","464.46","464.46","464.46","","","","","","","","","","","","","","",""
"34694","","","","540.76","540.76","540.76","","","","","","","","","","","",""
"34695","","","","","","","","","","","","","434.32","434.32","434.32","","",""
"34700","","","","","","","621.72","621.72","621.72","","","","","","","","",""
"34701","","","","","","","","","","413.48","413.48","413.48","","","","","",""
"34703","","","","","","","","","","","","","","","","624.17","624.17","624.17"
"34705","468.03","468.03","468.03","","","","","","","","","","","","","","",""
"34708","","","","545.12","545.12","545.12","","","","","","","","","","","",""
"34714","","","","","","","627.45","627.45","627.45","","","","","","","","",""
"34717","","","","","","","","","","","","","","","","624.17","624.17","624.17"
"34719","472.49","472.49","472.49","","","","","","","","","","","","","","",""
"34720","","","","","","","","","","414.52","414.52","414.52","","","","","",""
"34722","","","","558.26","558.26","558.26","","","","","","","432.37","432.37","432.37","","",""
"34728","","","","","","","614.55","614.55","614.55","","","","","","","","",""
"34731","","","","","","","","","","","","","","","","622.69","622.69","622.69"
"34733","466.87","466.87","466.87","","","","","","","","","","","","","","",""
"34734","","","","","","","","","","411.57","411.57","411.57","","","","","",""
"34736","","","","","","","","","","","","","449.25","449.25","449.25","","",""
"34742","","","","","","","619.02","619.02","619.02","","","","","","","","",""
"34745","","","","","","","","","","","","","","","","622.94","622.94","622.94"
"34747","461.79","461.79","461.79","","","","","","","","","","","","","","",""
"34748","","","","","","","","","","405.52","405.52","405.52","","","","","",""
"34749","","","","572.09","572.09","572.09","","","","","","","","","","","",""
"34750","","","","","","","","","","","","","449.44","449.44","449.44","","",""
"34756","","","","","","","618.57","618.57","618.57","","","","","","","","",""
"34761","456.34","456.34","456.34","","","","","","","","","","","","","","",""
"34763","","","","570.77","570.77","570.77","","","","","","","","","","","",""
"34770","","","","","","","613.25","613.25","613.25","","","","","","","","",""
"34773","","","","","","","","","","","","","","","","624.88","624.88","624.88"
"34775","451.27","451.27","451.27","","","","","","","","","","","","","","",""
"34777","","","","581.08","581.08","581.08","","","","","","","","","","","",""
"34784","","","","","","","","","","397.58","397.58","397.58","","","","","",""
"34786","","","","","","","","","","","","","445.86","445.86","445.86","","",""
"34787","","","","","","","","","","","","","","","","624.91","624.91","624.91"
"34791","","","","572.63","572.63","572.63","","","","","","","","","","","",""
"34798","","","","","","","","","","397.62","397.62","397.62","","","","","",""
"34800","","","","","","","","","","","","","440.8","440.8","440.8","","",""
"34801","","","","","","","","","","","","","","","","624.78","624.78","624.78"
"34805","","","","560.72","560.72","560.72","","","","","","","","","","","",""
"34806","","","","","","","615.82","615.82","615.82","","","","","","","","",""
"34811","451.81","451.81","451.81","","","","","","","","","","","","","","",""
"34812","","","","","","","","","","399.56","399.56","399.56","","","","","",""
"34814","","","","","","","","","","","","","442.32","442.32","442.32","","",""
"34819","","","","569.82","569.82","569.82","","","","","","","","","","","",""
"34820","","","","","","","600.92","600.92","600.92","","","","","","","","",""
"34825","446.44","446.44","446.44","","","","","","","","","","","","","","",""
"34826","","","","","","","","","","394.01","394.01","394.01","","","","","",""
"34828","","","","","","","","","","","","","443.71","443.71","443.71","627.94","627.94","627.94"
"34833","","","","559.04","559.04","559.04","","","","","","","","","","","",""
"34834","","","","","","","605.98","605.98","605.98","","","","","","","","",""
"34840","","","","","","","","","","405.32","405.32","405.32","","","","","",""
"34842","","","","","","","","","","","","","437.85","437.85","437.85","628.73","628.73","628.73"
"34847","","","","550.16","550.16","550.16","","","","","","","","","","","",""
"34848","","","","","","","611.05","611.05","611.05","","","","","","","","",""
"34852","441.69","441.69","441.69","","","","","","","","","","","","","","",""
"34854","","","","","","","","","","410.4","410.4","410.4","","","","","",""
"34856","","","","","","","","","","","","","447.89","447.89","447.89","617.39","617.39","617.39"
"34861","","","","560.44","560.44","560.44","","","","","","","","","","","",""
"34862","","","","","","","606.97","606.97","606.97","","","","","","","","",""
"34866","438.4","438.4","438.4","","","","","","","","","","","","","","",""
"34868","","","","","","","","","","417.26","417.26","417.26","","","","","",""
"34870","","","","","","","","","","","","","455.78","455.78","455.78","618.5","618.5","618.5"
"34875","","","","554.39","554.39","554.39","","","","","","","","","","","",""
"34880","440.98","440.98","440.98","","","","","","","","","","","","","","",""
"34881","","","","","","","598.42","598.42","598.42","","","","","","","","",""
"34882","","","","","","","","","","414.1","414.1","414.1","","","","","",""
"34884","","","","","","","","","","","","","","","","625.09","625.09","625.09"
"34894","433.83","433.83","433.83","","","","","","","","","","","","","","",""
"34895","","","","","","","594.04","594.04","594.04","","","","","","","","",""
"34896","","","","","","","","","","406.51","406.51","406.51","","","","","",""
"34898","","","","","","","","","","","","","","","","634.47","634.47","634.47"
"34906","","","","","","","","","","","","","458.59","458.59","458.59","","",""
"34908","442.12","442.12","442.12","","","","","","","","","","","","","","",""
"34909","","","","","","","588.94","588.94","588.94","","","","","","","","",""
"34910","","","","","","","","","","400.56","400.56","400.56","","","","","",""
"34911","","","","542.54","542.54","542.54","","","","","","","","","","","",""
"34912","","","","","","","","","","","","","","","","642.5","642.5","642.5"
"34920","","","","","","","","","","","","","468.05","468.05","468.05","","",""
"34922","451.87","451.87","451.87","","","","","","","","","","","","","","",""
"34923","","","","","","","588.38","588.38","588.38","","","","","","","","",""
"34925","","","","547.78","547.78","547.78","","","","","","","","","","","",""
"34926","","","","","","","","","","","","","","","","639.72","639.72","639.72"
"34936","452.96","452.96","452.96","","","","","","","","","","","","","","",""
"34937","","","","","","","585.08","585.08","585.08","","","","","","","","",""
"34940","","","","","","","","","","","","","","","","627.57","627.57","627.57"
"34946","","","","","","","","","","390.89","390.89","390.89","","","","","",""
"34947","","","","","","","","","","","","","468.91","468.91","468.91","","",""
"34951","","","","","","","595.99","595.99","595.99","","","","","","","","",""
"34952","","","","546.52","546.52","546.52","","","","","","","","","","","",""
"34960","","","","","","","","","","390.52","390.52","390.52","","","","","",""
"34961","","","","","","","","","","","","","475.72","475.72","475.72","","",""
"34965","","","","","","","600.12","600.12","600.12","","","","","","","","",""
"34966","","","","555.1","555.1","555.1","","","","","","","","","","","",""
"34972","442.39","442.39","442.39","","","","","","","","","","","","","","",""
"34974","","","","","","","","","","392.08","392.08","392.08","","","","","",""
"34975","","","","","","","","","","","","","472.74","472.74","472.74","","",""
"34976","","","","","","","","","","","","","","","","626.7","626.7","626.7"
"34979","","","","","","","600.21","600.21","600.21","","","","","","","","",""
"34980","","","","554.95","554.95","554.95","","","","","","","","","","","",""
"34986","428.42","428.42","428.42","","","","","","","","","","","","","","",""
"34989","","","","","","","","","","","","","476.37","476.37","476.37","","",""
"34994","","","","563.76","563.76","563.76","","","","","","","","","","","",""
"35000","427.6","427.6","427.6","","","","","","","","","","","","","","",""
"35001","","","","","","","","","","390.29","390.29","390.29","","","","","",""
"35003","","","","","","","","","","","","","479.22","479.22","479.22","627.61","627.61","627.61"
"35007","","","","","","","590.62","590.62","590.62","","","","","","","","",""
"35008","","","","559.4","559.4","559.4","","","","","","","","","","","",""
"35014","417.86","417.86","417.86","","","","","","","","","","","","","","",""
"35015","","","","","","","","","","380.82","380.82","380.82","","","","","",""
"35017","","","","","","","","","","","","","","","","614.92","614.92","614.92"
"35021","","","","","","","590.62","590.62","590.62","","","","","","","","",""
"35022","","","","555.14","555.14","555.14","","","","","","","","","","","",""
"35028","430.04","430.04","430.04","","","","","","","","","","","","","","",""
"35029","","","","","","","","","","380.36","380.36","380.36","","","","","",""
"35031","","","","","","","","","","","","","","","","614.3","614.3","614.3"
"35036","","","","562.46","562.46","562.46","","","","","","","","","","","",""
"35039","","","","","","","","","","","","","495.78","495.78","495.78","","",""
"35040","","","","","","","592.51","592.51","592.51","","","","","","","","",""
"35042","423.65","423.65","423.65","","","","","","","","","","","","","","",""
"35043","","","","","","","","","","383.73","383.73","383.73","","","","","",""
"35045","","","","","","","","","","","","","","","","603.05","603.05","603.05"
"35050","","","","570.85","570.85","570.85","","","","","","","","","","","",""
"35053","","","","","","","","","","","","","498.7","498.7","498.7","","",""
"35054","","","","","","","600.61","600.61","600.61","","","","","","","","",""
"35056","428.52","428.52","428.52","","","","","","","","","","","","","","",""
"35057","","","","","","","","","","384.5","384.5","384.5","","","","","",""
"35059","","","","","","","","","","","","","","","","598.08","598.08","598.08"
"35064","","","","570.38","570.38","570.38","","","","","","","","","","","",""
"35067","","","","","","","","","","","","","488.11","488.11","488.11","","",""
"35068","","","","","","","590.91","590.91","590.91","","","","","","","","",""
"35070","430.96","430.96","430.96","","","","","","","","","","","","","","",""
"35071","","","","","","","","","","374.76","374.76","374.76","","","","","",""
"35073","","","","","","","","","","","","","","","","597.37","597.37","597.37"
"35078","","","","559.67","559.67","559.67","","","","","","","","","","","",""
"35081","","","","","","","","","","","","","480.24","480.24","480.24","","",""
"35082","","","","","","","589.49","589.49","589.49","","","","","","","","",""
"35085","","","","","","","","","","367.46","367.46","367.46","","","","","",""
"35087","","","","","","","","","","","","","","","","602.94","602.94","602.94"
"35092","","","","565.08","565.08","565.08","","","","","","","","","","","",""
"35095","","","","","","","","","","","","","490.94","490.94","490.94","","",""
"35096","","","","","","","583.64","583.64","583.64","","","","","","","","",""
"35099","","","","","","","","","","359.3","359.3","359.3","","","","","",""
"35101","","","","","","","","","","","","","","","","599.68","599.68","599.68"
"35106","","","","553.02","553.02","553.02","","","","","","","","","","","",""
"35109","","","","","","","","","","","","","499.16","499.16","499.16","","",""
"35110","","","","","","","577.97","577.97","577.97","","","","","","","","",""
"35112","433.14","433.14","433.14","","","","","","","","","","","","","","",""
"35115","","","","","","","","","","","","","","","","595.81","595.81","595.81"
"35123","","","","","","","","","","","","","512.47","512.47","512.47","","",""
"35124","","","","","","","575.62","575.62","575.62","","","","","","","","",""
"35126","434.22","434.22","434.22","","","","","","","","","","","","","","",""
"35129","","","","","","","","","","","","","","","","595.81","595.81","595.81"
"35135","","","","","","","","","","366.64","366.64","366.64","","","","","",""
"35138","","","","","","","575.62","575.62","575.62","","","","","","","","",""
"35140","436.49","436.49","436.49","555.08","555.08","555.08","","","","","","","","","","","",""
"35143","","","","","","","","","","","","","","","","602.12","602.12","602.12"
"35149","","","","","","","","","","370.08","370.08","370.08","","","","","",""
"35150","","","","","","","","","","","","","503.24","503.24","503.24","","",""
"35152","","","","","","","577.82","577.82","577.82","","","","","","","","",""
"35154","418.64","418.64","418.64","543.75","543.75","543.75","","","","","","","","","","","",""
"35163","","","","","","","","","","377.04","377.04","377.04","","","","","",""
"35166","","","","","","","572.81","572.81","572.81","","","","","","","","",""
"35168","420.95","420.95","420.95","545.07","545.07","545.07","","","","","","","","","","","",""
"35170","","","","","","","","","","","","","","","","602.48","602.48","602.48"
"35177","","","","","","","","","","374.34","374.34","374.34","","","","","",""
"35179","","","","","","","","","","","","","516.85","516.85","516.85","","",""
"35180","","","","","","","569.19","569.19","569.19","","","","","","","","",""
"35182","413.02","413.02","413.02","536.57","536.57","536.57","","","","","","","","","","","",""
"35191","","","","","","","","","","375.73","375.73","375.73","","","","","",""
"35193","","","","","","","","","","","","","504.48","504.48","504.48","","",""
"35196","408.34","408.34","408.34","539.61","539.61","539.61","","","","","","","","","","","",""
"35199","","","","","","","","","","","","","","","","611.97","611.97","611.97"
"35205","","","","","","","","","","371.14","371.14","371.14","","","","","",""
"35207","","","","","","","","","","","","","518.23","518.23","518.23","","",""
"35210","407.16","407.16","407.16","539.98","539.98","539.98","","","","","","","","","","","",""
"35213","","","","","","","","","","","","","","","","610.67","610.67","610.67"
"35219","","","","","","","","","","363.14","363.14","363.14","","","","","",""
"35221","","","","","","","","","","","","","506.04","506.04","506.04","","",""
"35222","","","","","","","584.09","584.09","584.09","","","","","","","","",""
"35224","409.04","409.04","409.04","535.38","535.38","535.38","","","","","","","","","","","",""
"35227","","","","","","","","","","","","","","","","612.14","612.14","612.14"
"35233","","","","","","","","","","370.01","370.01","370.01","","","","","",""
"35235","","","","","","","","","","","","","505.41","505.41","505.41","","",""
"35236","","","","","","","589.6","589.6","589.6","","","","","","","","",""
"35238","413.55","413.55","413.55","545.44","545.44","545.44","","","","","","","","","","","",""
"35241","","","","","","","","","","","","","","","","611.94","611.94","611.94"
"35247","","","","","","","","","","358.5","358.5","358.5","","","","","",""
"35249","","","","","","","","","","","","","497.28","497.28","497.28","","",""
"35250","","","","","","","589.26","589.26","589.26","","","","","","","","",""
"35252","","","","560.51","560.51","560.51","","","","","","","","","","","",""
"35255","","","","","","","","","","","","","","","","605.13","605.13","605.13"
"35263","","","","","","","","","","","","","507.49","507.49","507.49","","",""
"35264","","","","","","","595.3","595.3","595.3","","","","","","","","",""
"35266","","","","566.38","566.38","566.38","","","","","","","","","","","",""
"35269","","","","","","","","","","","","","","","","602.87","602.87","602.87"
"35274","412.43","412.43","412.43","","","","","","","","","","","","","","",""
"35278","","","","","","","600.28","600.28","600.28","","","","","","","","",""
"35283","","","","","","","","","","","","","","","","602.87","602.87","602.87"
"35288","399.65","399.65","399.65","","","","","","","365.23","365.23","365.23","","","","","",""
"35292","","","","","","","595.91","595.91","595.91","","","","","","","","",""
"35293","","","","562.73","562.73","562.73","","","","","","","","","","","",""
"35297","","","","","","","","","","","","","","","","609.32","609.32","609.32"
"35299","","","","","","","","","","","","","513.46","513.46","513.46","","",""
"35302","395.97","395.97","395.97","","","","","","","364.87","364.87","364.87","","","","","",""
"35306","","","","","","","595.91","595.91","595.91","","","","","","","","",""
"35307","","","","568.74","568.74","568.74","","","","","","","","","","","",""
"35311","","","","","","","","","","","","","","","","604.39","604.39","604.39"
"35313","","","","","","","","","","","","","512.97","512.97","512.97","","",""
"35316","391.91","391.91","391.91","","","","","","","379.6","379.6","379.6","","","","","",""
"35320","","","","","","","600.5","600.5","600.5","","","","","","","","",""
"35321","","","","561.1","561.1","561.1","","","","","","","","","","","",""
"35327","","","","","","","","","","","","","500.11","500.11","500.11","","",""
"35330","384.14","384.14","384.14","","","","","","","373.23","373.23","373.23","","","","","",""
"35334","","","","","","","603.8","603.8","603.8","","","","","","","","",""
"35338","","","","","","","","","","","","","","","","599.88","599.88","599.88"
"35341","","","","","","","","","","","","","487.81","487.81","487.81","","",""
"35344","380.05","380.05","380.05","","","","","","","367.93","367.93","367.93","","","","","",""
"35349","","","","566.31","566.31","566.31","","","","","","","","","","","",""
"35352","","","","","","","","","","","","","","","","601.92","601.92","601.92"
"35355","","","","","","","","","","","","","482.08","482.08","482.08","","",""
"35358","377.95","377.95","377.95","","","","","","","370.7","370.7","370.7","","","","","",""
"35361","","","","","","","596.46","596.46","596.46","","","","","","","","",""
"35363","","","","559.82","559.82","559.82","","","","","","","","","","","",""
"35366","","","","","","","","","","","","","","","","601.41","601.41","601.41"
"35369","","","","","","","","","","","","","478.9","478.9","478.9","","",""
"35372","","","","","","","","","","371.74","371.74","371.74","","","","","",""
"35375","","","","","","","595.35","595.35","595.35","","","","","","","","",""
"35377","","","","553.34","553.34","553.34","","","","","","","","","","","",""
"35385","378.2","378.2","378.2","","","","","","","","","","","","","","",""
"35386","","","","","","","","","","367.94","367.94","367.94","","","","","",""
"35389","","","","","","","600.62","600.62","600.62","","","","","","","","",""
"35391","","","","563.86","563.86","563.86","","","","","","","","","","","",""
"35396","","","","","","","","","","","","","477.38","477.38","477.38","","",""
"35399","377.81","377.81","377.81","","","","","","","","","","","","","","",""
"35400","","","","","","","","","","373.33","373.33","373.33","","","","","",""
"35402","","","","","","","","","","","","","","","","594.63","594.63","594.63"
"35405","","","","574.3","574.3","574.3","","","","","","","","","","","",""
"35410","","","","","","","","","","","","","478.74","478.74","478.74","","",""
"35413","387.12","387.12","387.12","","","","","","","","","","","","","","",""
"35416","","","","","","","","","","","","","","","","590.77","590.77","590.77"
"35419","","","","584.11","584.11","584.11","","","","","","","","","","","",""
"35424","","","","","","","","","","","","","473.79","473.79","473.79","","",""
"35425","","","","","","","601.8","601.8","601.8","","","","","","","","",""
"35430","","","","","","","","","","","","","","","","594.94","594.94","594.94"
"35433","","","","579.63","579.63","579.63","","","","","","","","","","","",""
"35436","","","","","","","","","","377.67","377.67","377.67","","","","","",""
"35438","","","","","","","","","","","","","455.96","455.96","455.96","","",""
"35439","","","","","","","598.6","598.6","598.6","","","","","","","","",""
"35444","","","","","","","","","","","","","","","","580.31","580.31","580.31"
"35449","389.26","389.26","389.26","","","","","","","","","","","","","","",""
"35450","","","","","","","","","","379.08","379.08","379.08","","","","","",""
"35452","","","","579.98","579.98","579.98","","","","","","","","","","","",""
"35453","","","","","","","594.74","594.74","594.74","","","","","","","","",""
"35458","","","","","","","","","","","","","","","","580.63","580.63","580.63"
"35463","391.49","391.49","391.49","","","","","","","","","","","","","","",""
"35464","","","","","","","","","","385.7","385.7","385.7","","","","","",""
"35466","","","","586.93","586.93","586.93","","","","","","","","","","","",""
"35467","","","","","","","592.6","592.6","592.6","","","","","","","","",""
"35472","","","","","","","","","","","","","","","","580.93","580.93","580.93"
"35474","","","","","","","","","","","","","454.9","454.9","454.9","","",""
"35477","394.2","394.2","394.2","","","","","","","","","","","","","","",""
"35478","","","","","","","","","","382.39","382.39","382.39","","","","","",""
"35480","","","","595.36","595.36","595.36","","","","","","","","","","","",""
"35481","","","","","","","602.2","602.2","602.2","","","","","","","","",""
"35486","","","","","","","","","","","","","","","","583.87","583.87","583.87"
"35488","","","","","","","","","","","","","449.52","449.52","449.52","","",""
"35491","394.19","394.19","394.19","","","","","","","","","","","","","","",""
"35492","","","","","","","","","","390.47","390.47","390.47","","","","","",""
"35494","","","","595.78","595.78","595.78","","","","","","","","","","","",""
"35495","","","","","","","615.03","615.03","615.03","","","","","","","","",""
"35500","","","","","","","","","","","","","","","","585.86","585.86","585.86"
"35502","","","","","","","","","","","","","447.84","447.84","447.84","","",""
"35505","387.58","387.58","387.58","","","","","","","","","","","","","","",""
"35506","","","","","","","","","","386.55","386.55","386.55","","","","","",""
"35508","","","","603.98","603.98","603.98","","","","","","","","","","","",""
"35509","","","","","","","624.97","624.97","624.97","","","","","","","","",""
"35516","","","","","","","","","","","","","459.73","459.73","459.73","","",""
"35519","398.28","398.28","398.28","","","","","","","","","","","","","","",""
"35527","","","","","","","","","","","","","","","","591.44","591.44","591.44"
"35530","","","","","","","","","","","","","457.58","457.58","457.58","","",""
"35533","397.86","397.86","397.86","","","","","","","405.7","405.7","405.7","","","","","",""
"35536","","","","","","","623.54","623.54","623.54","","","","","","","","",""
"35541","","","","","","","","","","","","","","","","599.49","599.49","599.49"
"35544","","","","608.34","608.34","608.34","","","","","","","454.92","454.92","454.92","","",""
"35547","400.24","400.24","400.24","","","","","","","399.58","399.58","399.58","","","","","",""
"35550","","","","","","","631.58","631.58","631.58","","","","","","","","",""
"35555","","","","","","","","","","","","","","","","593.75","593.75","593.75"
"35558","","","","608.98","608.98","608.98","","","","","","","449.23","449.23","449.23","","",""
"35561","403.44","403.44","403.44","","","","","","","408.99","408.99","408.99","","","","","",""
"35564","","","","","","","624.71","624.71","624.71","","","","","","","","",""
"35569","","","","","","","","","","","","","","","","577.38","577.38","577.38"
"35572","","","","608.98","608.98","608.98","","","","","","","","","","","",""
"35578","","","","","","","629.23","629.23","629.23","","","","","","","","",""
"35583","","","","","","","","","","","","","","","","578.41","578.41","578.41"
"35586","","","","619.84","619.84","619.84","","","","","","","","","","","",""
"35589","411.79","411.79","411.79","","","","","","","","","","","","","","",""
"35592","","","","","","","631.1","631.1","631.1","","","","","","","","",""
"35594","","","","","","","","","","","","","448.19","448.19","448.19","","",""
"35597","","","","","","","","","","410.52","410.52","410.52","","","","","",""
"35600","","","","612.41","612.41","612.41","","","","","","","","","","","",""
"35603","417.3","417.3","417.3","","","","","","","","","","","","","","",""
"35608","","","","","","","","","","","","","444.16","444.16","444.16","","",""
"35611","","","","","","","","","","411.43","411.43","411.43","","","","","",""
"35619","","","","","","","","","","","","","","","","577.33","577.33","577.33"
"35622","","","","","","","","","","","","","453.53","453.53","453.53","","",""
"35625","","","","","","","","","","417.14","417.14","417.14","","","","","",""
"35627","","","","622.62","622.62","622.62","","","","","","","","","","","",""
"35628","","","","","","","628.07","628.07","628.07","","","","","","","","",""
"35630","418.66","418.66","418.66","","","","","","","","","","","","","","",""
"35633","","","","","","","","","","","","","","","","578.07","578.07","578.07"
"35639","","","","","","","","","","419.91","419.91","419.91","","","","","",""
"35641","","","","630.72","630.72","630.72","","","","","","","","","","","",""
"35642","","","","","","","614.28","614.28","614.28","","","","","","","","",""
"35644","412.98","412.98","412.98","","","","","","","","","","","","","","",""
"35647","","","","","","","","","","","","","","","","566.9","566.9","566.9"
"35649","","","","","","","","","","","","","442.79","442.79","442.79","","",""
"35653","","","","","","","","","","422.16","422.16","422.16","","","","","",""
"35655","","","","623.69","623.69","623.69","","","","","","","","","","","",""
"35656","","","","","","","609.15","609.15","609.15","","","","","","","","",""
"35658","409.74","409.74","409.74","","","","","","","","","","","","","","",""
"35661","","","","","","","","","","","","","","","","558.34","558.34","558.34"
"35663","","","","","","","","","","","","","455.49","455.49","455.49","","",""
"35667","","","","","","","","","","415.81","415.81","415.81","","","","","",""
"35669","","","","619.45","619.45","619.45","","","","","","","","","","","",""
"35670","","","","","","","597.3","597.3","597.3","","","","","","","","",""
"35672","409.14","409.14","409.14","","","","","","","","","","","","","","",""
"35675","","","","","","","","","","","","","","","","559.47","559.47","559.47"
"35677","","","","","","","","","","","","","456.59","456.59","456.59","","",""
"35681","","","","","","","","","","421.75","421.75","421.75","","","","","",""
"35683","","","","617.72","617.72","617.72","","","","","","","","","","","",""
"35684","","","","","","","596.17","596.17","596.17","","","","","","","","",""
"35686","415.34","415.34","415.34","","","","","","","","","","","","","","",""
