"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"65529","","","","","","","604.07","604.07","604.07","","","","423.29","423.29","423.29","","",""
"65537","","","","","","","","","","407.03","407.03","407.03","","","","","",""
"65540","386.73","386.73","386.73","","","","","","","","","","","","","","",""
"65542","","","","544.12","544.12","544.12","","","","","","","","","","","",""
"65543","","","","","","","","","","","","","417.82","417.82","417.82","","",""
"65548","","","","","","","607.73","607.73","607.73","","","","","","","","",""
"65557","","","","","","","","","","","","","424.75","424.75","424.75","","",""
"65558","","","","","","","","","","","","","","","","613.63","613.63","613.63"
"65562","","","","","","","619.05","619.05","619.05","","","","","","","","",""
"65569","","","","534.03","534.03","534.03","","","","","","","","","","","",""
"65571","","","","","","","","","","","","","419.44","419.44","419.44","","",""
"65572","","","","","","","","","","","","","","","","620.48","620.48","620.48"
"65576","392.5","392.5","392.5","","","","608.33","608.33","608.33","","","","","","","","",""
"65579","","","","","","","","","","422.55","422.55","422.55","","","","","",""
"65583","","","","522.73","522.73","522.73","","","","","","","","","","","",""
"65585","","","","","","","","","","","","","411.37","411.37","411.37","","",""
"65586","","","","","","","","","","","","","","","","621.82","621.82","621.82"
"65590","405.22","405.22","405.22","","","","","","","","","","","","","","",""
"65593","","","","","","","","","","414.99","414.99","414.99","","","","","",""
"65597","","","","522.59","522.59","522.59","","","","","","","","","","","",""
"65599","","","","","","","","","","","","","405.74","405.74","405.74","","",""
"65600","","","","","","","","","","","","","","","","627.98","627.98","627.98"
"65604","391.98","391.98","391.98","","","","","","","","","","","","","","",""
"65607","","","","","","","","","","432.99","432.99","432.99","","","","","",""
"65612","","","","","","","601.52","601.52","601.52","","","","","","","","",""
"65613","","","","","","","","","","","","","410.42","410.42","410.42","","",""
"65614","","","","","","","","","","","","","","","","628.58","628.58","628.58"
"65618","393.56","393.56","393.56","","","","","","","","","","","","","","",""
"65621","","","","","","","","","","440.44","440.44","440.44","","","","","",""
"65626","","","","","","","597.57","597.57","597.57","","","","","","","","",""
"65627","","","","","","","","","","","","","410.86","410.86","410.86","","",""
"65628","","","","","","","","","","","","","","","","628.58","628.58","628.58"
"65633","","","","534.87","534.87","534.87","","","","","","","","","","","",""
"65635","","","","","","","","","","452.94","452.94","452.94","","","","","",""
"65640","","","","","","","600.45","600.45","600.45","","","","","","","","",""
"65642","","","","","","","","","","","","","","","","623.32","623.32","623.32"
"65645","394.23","394.23","394.23","","","","","","","","","","","","","","",""
"65647","","","","522.46","522.46","522.46","","","","","","","","","","","",""
"65649","","","","","","","","","","461.06","461.06","461.06","","","","","",""
"65654","","","","","","","594.51","594.51","594.51","","","","","","","","",""
"65656","","","","","","","","","","","","","","","","621.49","621.49","621.49"
"65659","386.84","386.84","386.84","","","","","","","","","","","","","","",""
"65661","","","","527.66","527.66","527.66","","","","","","","","","","","",""
"65663","","","","","","","","","","463.66","463.66","463.66","410.16","410.16","410.16","","",""
"65668","","","","","","","595.5","595.5","595.5","","","","","","","","",""
"65670","","","","","","","","","","","","","","","","636.54","636.54","636.54"
"65673","381.28","381.28","381.28","","","","","","","","","","","","","","",""
"65675","","","","519.99","519.99","519.99","","","","","","","","","","","",""
"65677","","","","","","","","","","462.88","462.88","462.88","","","","","",""
"65682","","","","","","","600.85","600.85","600.85","","","","","","","","",""
"65687","374.28","374.28","374.28","","","","","","","","","","","","","","",""
"65689","","","","517.13","517.13","517.13","","","","","","","","","","","",""
"65690","","","","","","","","","","","","","403.62","403.62","403.62","","",""
"65691","","","","","","","","","","452.52","452.52","452.52","","","","","",""
"65696","","","","","","","597.29","597.29","597.29","","","","","","","","",""
"65697","","","","","","","","","","","","","","","","647.78","647.78","647.78"
"65701","369.48","369.48","369.48","","","","","","","","","","","","","","",""
"65703","","","","516.83","516.83","516.83","","","","","","","","","","","",""
"65704","","","","","","","","","","","","","402.39","402.39","402.39","","",""
"65710","","","","","","","598.66","598.66","598.66","","","","","","","","",""
"65711","","","","","","","","","","","","","","","","644.67","644.67","644.67"
"65715","365.13","365.13","365.13","","","","","","","","","","","","","","",""
"65717","","","","510.72","510.72","510.72","","","","","","","","","","","",""
"65718","","","","","","","","","","","","","409.01","409.01","409.01","","",""
"65719","","","","","","","","","","442.87","442.87","442.87","","","","","",""
"65725","","","","","","","","","","","","","","","","642.5","642.5","642.5"
"65731","","","","530.34","530.34","530.34","","","","","","","","","","","",""
"65732","","","","","","","","","","","","","405.74","405.74","405.74","","",""
"65733","","","","","","","","","","442.97","442.97","442.97","","","","","",""
"65737","","","","","","","601.75","601.75","601.75","","","","","","","","",""
"65739","","","","","","","","","","","","","","","","643.63","643.63","643.63"
"65743","371.31","371.31","371.31","","","","","","","","","","","","","","",""
"65745","","","","539.63","539.63","539.63","","","","","","","","","","","",""
"65746","","","","","","","","","","","","","405.75","405.75","405.75","","",""
"65747","","","","","","","","","","447.72","447.72","447.72","","","","","",""
"65751","","","","","","","603.72","603.72","603.72","","","","","","","","",""
"65757","367.01","367.01","367.01","","","","","","","","","","","","","","",""
"65760","","","","","","","","","","","","","411.72","411.72","411.72","","",""
"65761","","","","","","","","","","438","438","438","","","","","",""
"65765","","","","","","","598.78","598.78","598.78","","","","","","","","",""
"65771","361.99","361.99","361.99","","","","","","","","","","","","","","",""
"65772","","","","544.68","544.68","544.68","","","","","","","","","","","",""
"65774","","","","","","","","","","","","","417.85","417.85","417.85","","",""
"65775","","","","","","","","","","433.37","433.37","433.37","","","","634.87","634.87","634.87"
"65779","","","","","","","615.85","615.85","615.85","","","","","","","","",""
"65785","360.12","360.12","360.12","","","","","","","","","","","","","","",""
"65786","","","","551.14","551.14","551.14","","","","","","","","","","","",""
"65788","","","","","","","","","","","","","420.5","420.5","420.5","","",""
"65789","","","","","","","","","","","","","","","","636.48","636.48","636.48"
"65799","370.71","370.71","370.71","","","","","","","","","","","","","","",""
"65800","","","","554.34","554.34","554.34","","","","","","","","","","","",""
"65802","","","","","","","","","","434.13","434.13","434.13","","","","","",""
"65803","","","","","","","","","","","","","","","","639.67","639.67","639.67"
"65813","367.9","367.9","367.9","","","","","","","","","","","","","","",""
"65814","","","","549.88","549.88","549.88","","","","","","","","","","","",""
"65815","","","","","","","623.8","623.8","623.8","","","","","","","","",""
"65816","","","","","","","","","","433.3","433.3","433.3","419.88","419.88","419.88","","",""
"65817","","","","","","","","","","","","","","","","633.93","633.93","633.93"
"65827","381.29","381.29","381.29","","","","","","","","","","","","","","",""
"65829","","","","","","","625.4","625.4","625.4","","","","","","","","",""
"65830","","","","","","","","","","","","","408.28","408.28","408.28","","",""
"65831","","","","","","","","","","","","","","","","625.95","625.95","625.95"
"65841","383.06","383.06","383.06","","","","","","","","","","","","","","",""
"65843","","","","","","","630.93","630.93","630.93","","","","","","","","",""
"65844","","","","","","","","","","","","","400.26","400.26","400.26","","",""
"65845","","","","","","","","","","","","","","","","613.49","613.49","613.49"
"65850","","","","554.57","554.57","554.57","","","","","","","","","","","",""
"65852","","","","","","","","","","440.37","440.37","440.37","","","","","",""
"65855","381.59","381.59","381.59","","","","","","","","","","","","","","",""
"65857","","","","","","","630.09","630.09","630.09","","","","","","","","",""
"65858","","","","","","","","","","","","","409.84","409.84","409.84","","",""
"65859","","","","","","","","","","","","","","","","608.77","608.77","608.77"
"65864","","","","556.39","556.39","556.39","","","","","","","","","","","",""
"65866","","","","","","","","","","447.7","447.7","447.7","","","","","",""
"65871","","","","","","","628.2","628.2","628.2","","","","","","","","",""
"65872","","","","","","","","","","","","","427.52","427.52","427.52","","",""
"65873","","","","","","","","","","","","","","","","602.34","602.34","602.34"
"65878","","","","546.19","546.19","546.19","","","","","","","","","","","",""
"65880","","","","","","","","","","444.96","444.96","444.96","","","","","",""
"65885","","","","","","","628.2","628.2","628.2","","","","","","","","",""
"65886","","","","","","","","","","","","","421.83","421.83","421.83","","",""
"65891","390.82","390.82","390.82","","","","","","","","","","","","","","",""
"65892","","","","550.83","550.83","550.83","","","","","","","","","","","",""
"65894","","","","","","","","","","466.46","466.46","466.46","","","","","",""
"65900","","","","","","","","","","","","","428.97","428.97","428.97","588.94","588.94","588.94"
"65905","393.54","393.54","393.54","","","","","","","","","","","","","","",""
"65906","","","","542.97","542.97","542.97","","","","","","","","","","","",""
"65908","","","","","","","","","","479.36","479.36","479.36","","","","","",""
"65912","","","","","","","618.62","618.62","618.62","","","","","","","","",""
"65914","","","","","","","","","","","","","","","","578.8","578.8","578.8"
"65920","","","","539.1","539.1","539.1","","","","","","","","","","","",""
"65922","","","","","","","","","","490.87","490.87","490.87","","","","","",""
"65926","","","","","","","603.62","603.62","603.62","","","","","","","","",""
"65928","","","","","","","","","","","","","","","","576.97","576.97","576.97"
"65932","387.49","387.49","387.49","","","","","","","","","","","","","","",""
"65936","","","","","","","","","","493.66","493.66","493.66","","","","","",""
"65940","","","","","","","604.29","604.29","604.29","","","","","","","","",""
"65942","","","","","","","","","","","","","425.71","425.71","425.71","559.75","559.75","559.75"
"65946","393.24","393.24","393.24","","","","","","","","","","","","","","",""
"65947","","","","537.3","537.3","537.3","","","","","","","","","","","",""
"65950","","","","","","","","","","483.02","483.02","483.02","","","","","",""
"65954","","","","","","","604.73","604.73","604.73","","","","","","","","",""
"65956","","","","","","","","","","","","","439.54","439.54","439.54","563.77","563.77","563.77"
"65960","393.39","393.39","393.39","","","","","","","","","","","","","","",""
"65961","","","","543.07","543.07","543.07","","","","","","","","","","","",""
"65968","","","","","","","596.16","596.16","596.16","","","","","","","","",""
"65970","","","","","","","","","","","","","442.11","442.11","442.11","558.39","558.39","558.39"
"65974","395.99","395.99","395.99","","","","","","","","","","","","","","",""
"65975","","","","554.16","554.16","554.16","","","","","","","","","","","",""
"65982","","","","","","","596.16","596.16","596.16","","","","","","","","",""
"65984","","","","","","","","","","","","","429.26","429.26","429.26","","",""
"65988","396.39","396.39","396.39","","","","","","","","","","","","","","",""
"65989","","","","552.18","552.18","552.18","","","","","","","","","","","",""
"65991","","","","","","","","","","495.28","495.28","495.28","","","","","",""
"65996","","","","","","","592.77","592.77","592.77","","","","","","","","",""
"65998","","","","","","","","","","","","","435.92","435.92","435.92","","",""
"66002","397.21","397.21","397.21","","","","","","","","","","","","","","",""
"66003","","","","566.14","566.14","566.14","","","","","","","","","","","",""
"66005","","","","","","","","","","489.04","489.04","489.04","","","","","",""
"66006","","","","","","","","","","","","","","","","552.12","552.12","552.12"
"66010","","","","","","","585.68","585.68","585.68","","","","","","","","",""
"66012","","","","","","","","","","","","","438.99","438.99","438.99","","",""
"66017","","","","570.23","570.23","570.23","","","","","","","","","","","",""
"66019","","","","","","","","","","491.69","491.69","491.69","","","","","",""
"66020","","","","","","","","","","","","","","","","551.26","551.26","551.26"
"66026","","","","","","","","","","","","","449.98","449.98","449.98","","",""
"66031","","","","573.39","573.39","573.39","","","","","","","","","","","",""
"66033","","","","","","","","","","476.24","476.24","476.24","","","","","",""
"66034","","","","","","","","","","","","","","","","537.74","537.74","537.74"
"66038","406.46","406.46","406.46","","","","580.42","580.42","580.42","","","","","","","","",""
"66040","","","","","","","","","","","","","447.89","447.89","447.89","","",""
"66045","","","","580.34","580.34","580.34","","","","","","","","","","","",""
"66047","","","","","","","","","","488.7","488.7","488.7","","","","","",""
"66048","","","","","","","","","","","","","","","","529.13","529.13","529.13"
"66052","409.14","409.14","409.14","","","","577.85","577.85","577.85","","","","","","","","",""
"66054","","","","","","","","","","","","","443.23","443.23","443.23","","",""
"66061","","","","","","","","","","478.44","478.44","478.44","","","","","",""
"66062","","","","","","","","","","","","","","","","523.9","523.9","523.9"
"66066","410.14","410.14","410.14","","","","581.47","581.47","581.47","","","","","","","","",""
"66073","","","","586.05","586.05","586.05","","","","","","","","","","","",""
"66075","","","","","","","","","","470.95","470.95","470.95","","","","","",""
"66076","","","","","","","","","","","","","","","","528.69","528.69","528.69"
"66080","403.08","403.08","403.08","","","","","","","","","","","","","","",""
"66082","","","","","","","","","","","","","454.26","454.26","454.26","","",""
"66087","","","","599.84","599.84","599.84","","","","","","","","","","","",""
"66089","","","","","","","","","","469.4","469.4","469.4","","","","","",""
"66093","","","","","","","586.01","586.01","586.01","","","","","","","","",""
"66094","399.04","399.04","399.04","","","","","","","","","","","","","","",""
"66096","","","","","","","","","","","","","467.01","467.01","467.01","","",""
"66103","","","","","","","","","","","","","","","","523.31","523.31","523.31"
"66107","","","","","","","576.68","576.68","576.68","","","","","","","","",""
"66108","407.81","407.81","407.81","","","","","","","","","","","","","","",""
"66110","","","","","","","","","","","","","468.65","468.65","468.65","","",""
"66114","","","","601.83","601.83","601.83","","","","","","","","","","","",""
"66117","","","","","","","","","","","","","","","","522.58","522.58","522.58"
"66121","","","","","","","589.16","589.16","589.16","","","","","","","","",""
"66122","408.24","408.24","408.24","","","","","","","","","","","","","","",""
"66124","","","","","","","","","","","","","457.24","457.24","457.24","","",""
"66125","","","","","","","","","","465.88","465.88","465.88","","","","","",""
"66128","","","","607.63","607.63","607.63","","","","","","","","","","","",""
"66131","","","","","","","","","","","","","","","","525.52","525.52","525.52"
"66135","","","","","","","577.69","577.69","577.69","","","","","","","","",""
"66136","415.46","415.46","415.46","","","","","","","","","","","","","","",""
"66138","","","","","","","","","","","","","453.64","453.64","453.64","","",""
"66139","","","","","","","","","","482.56","482.56","482.56","","","","","",""
"66142","","","","595.8","595.8","595.8","","","","","","","","","","","",""
"66145","","","","","","","","","","","","","","","","519.75","519.75","519.75"
"66149","","","","","","","573.53","573.53","573.53","","","","","","","","",""
"66150","412.77","412.77","412.77","","","","","","","","","","","","","","",""
"66153","","","","","","","","","","487.51","487.51","487.51","","","","","",""
"66156","","","","586.25","586.25","586.25","","","","","","","","","","","",""
"66157","","","","","","","","","","","","","454.5","454.5","454.5","","",""
"66159","","","","","","","","","","","","","","","","514.38","514.38","514.38"
"66163","","","","","","","570.18","570.18","570.18","","","","","","","","",""
"66164","424.5","424.5","424.5","","","","","","","","","","","","","","",""
"66167","","","","","","","","","","486.23","486.23","486.23","","","","","",""
"66170","","","","580.79","580.79","580.79","","","","","","","","","","","",""
"66173","","","","","","","","","","","","","","","","527.82","527.82","527.82"
"66177","","","","","","","564.33","564.33","564.33","","","","","","","","",""
"66181","423.66","423.66","423.66","","","","","","","480.67","480.67","480.67","","","","","",""
"66184","","","","578.12","578.12","578.12","","","","","","","","","","","",""
"66187","","","","","","","","","","","","","","","","525.93","525.93","525.93"
"66191","","","","","","","545.26","545.26","545.26","","","","","","","","",""
"66193","","","","","","","","","","","","","463.61","463.61","463.61","","",""
"66195","","","","","","","","","","479.05","479.05","479.05","","","","","",""
"66198","","","","571.63","571.63","571.63","","","","","","","","","","","",""
"66205","","","","","","","540.68","540.68","540.68","","","","","","","","",""
"66207","","","","","","","","","","","","","456.8","456.8","456.8","","",""
"66209","","","","","","","","","","489.18","489.18","489.18","","","","","",""
"66210","420.49","420.49","420.49","","","","","","","","","","","","","","",""
"66212","","","","565.13","565.13","565.13","","","","","","","","","","","",""
"66219","","","","","","","545.28","545.28","545.28","","","","","","","","",""
"66221","","","","","","","","","","","","","467.43","467.43","467.43","","",""
"66223","","","","","","","","","","","","","","","","524.95","524.95","524.95"
"66224","413.44","413.44","413.44","","","","","","","","","","","","","","",""
"66226","","","","563.17","563.17","563.17","","","","","","","","","","","",""
"66228","","","","","","","","","","499.23","499.23","499.23","","","","","",""
"66233","","","","","","","545.28","545.28","545.28","","","","","","","","",""
"66235","","","","","","","","","","","","","466.12","466.12","466.12","","",""
"66237","","","","","","","","","","","","","","","","521.15","521.15","521.15"
"66238","415.98","415.98","415.98","","","","","","","","","","","","","","",""
"66240","","","","557.43","557.43","557.43","","","","","","","","","","","",""
"66249","","","","","","","","","","","","","469.8","469.8","469.8","","",""
"66251","","","","","","","","","","","","","","","","516.11","516.11","516.11"
"66252","399.34","399.34","399.34","","","","","","","","","","","","","","",""
"66263","","","","","","","","","","","","","464.37","464.37","464.37","","",""
"66264","","","","","","","","","","502.28","502.28","502.28","","","","","",""
"66265","","","","","","","","","","","","","","","","529.49","529.49","529.49"
"66266","388.42","388.42","388.42","","","","","","","","","","","","","","",""
"66269","","","","","","","546.07","546.07","546.07","","","","","","","","",""
"66276","","","","567.82","567.82","567.82","","","","","","","","","","","",""
"66277","","","","","","","","","","","","","443.56","443.56","443.56","","",""
"66278","","","","","","","","","","485.28","485.28","485.28","","","","","",""
"66279","","","","","","","","","","","","","","","","535.72","535.72","535.72"
"66280","392.2","392.2","392.2","","","","","","","","","","","","","","",""
"66290","","","","577.69","577.69","577.69","","","","","","","","","","","",""
"66291","","","","","","","","","","","","","433.84","433.84","433.84","","",""
"66292","","","","","","","","","","476.19","476.19","476.19","","","","","",""
"66294","387.34","387.34","387.34","","","","","","","","","","","","","","",""
"66296","","","","","","","539.79","539.79","539.79","","","","","","","","",""
"66298","","","","","","","","","","","","","","","","529.57","529.57","529.57"
"66305","","","","","","","","","","","","","441.03","441.03","441.03","","",""
"66306","","","","","","","","","","466.24","466.24","466.24","","","","","",""
"66308","379.96","379.96","379.96","","","","","","","","","","","","","","",""
"66309","","","","583.71","583.71","583.71","","","","","","","","","","","",""
"66310","","","","","","","533.01","533.01","533.01","","","","","","","","",""
"66312","","","","","","","","","","","","","","","","542.97","542.97","542.97"
"66319","","","","","","","","","","","","","429.5","429.5","429.5","","",""
"66320","","","","","","","","","","446.87","446.87","446.87","","","","","",""
"66322","385.52","385.52","385.52","","","","","","","","","","","","","","",""
"66323","","","","597.46","597.46","597.46","","","","","","","","","","","",""
"66324","","","","","","","529.04","529.04","529.04","","","","","","","","",""
"66326","","","","","","","","","","","","","","","","543.03","543.03","543.03"
"66333","","","","","","","","","","","","","431.17","431.17","431.17","","",""
"66334","","","","","","","","","","437.49","437.49","437.49","","","","","",""
"66336","372.37","372.37","372.37","","","","","","","","","","","","","","",""
"66337","","","","602.27","602.27","602.27","","","","","","","","","","","",""
"66338","","","","","","","536.5","536.5","536.5","","","","","","","","",""
"66340","","","","","","","","","","","","","","","","543.81","543.81","543.81"
"66347","","","","","","","","","","","","","425.36","425.36","425.36","","",""
"66348","","","","","","","","","","433.99","433.99","433.99","","","","","",""
"66350","374.25","374.25","374.25","","","","","","","","","","","","","","",""
"66351","","","","592.45","592.45","592.45","","","","","","","","","","","",""
"66352","","","","","","","523.33","523.33","523.33","","","","","","","","",""
"66354","","","","","","","","","","","","","","","","555.39","555.39","555.39"
"66362","","","","","","","","","","418.78","418.78","418.78","","","","","",""
"66365","","","","593.59","593.59","593.59","","","","","","","","","","","",""
"66366","","","","","","","516.75","516.75","516.75","","","","","","","","",""
"66368","","","","","","","","","","","","","","","","554.42","554.42","554.42"
"66376","","","","","","","","","","420.9","420.9","420.9","","","","","",""
"66379","","","","600.42","600.42","600.42","","","","","","","","","","","",""
"66380","","","","","","","508.11","508.11","508.11","","","","","","","","",""
"66382","","","","","","","","","","","","","","","","554.57","554.57","554.57"
"66383","","","","","","","","","","","","","410.57","410.57","410.57","","",""
"66386","377.44","377.44","377.44","","","","","","","","","","","","","","",""
"66390","","","","","","","","","","404.95","404.95","404.95","","","","","",""
"66393","","","","616.27","616.27","616.27","","","","","","","","","","","",""
"66394","","","","","","","498.32","498.32","498.32","","","","","","","","",""
"66396","","","","","","","","","","","","","","","","560.89","560.89","560.89"
"66397","","","","","","","","","","","","","416.87","416.87","416.87","","",""
"66400","368.77","368.77","368.77","","","","","","","","","","","","","","",""
"66407","","","","603.51","603.51","603.51","","","","","","","","","","","",""
"66408","","","","","","","503.94","503.94","503.94","","","","","","","","",""
"66410","","","","","","","","","","","","","","","","554.36","554.36","554.36"
"66414","367.71","367.71","367.71","","","","","","","","","","","","","","",""
"66421","","","","605.51","605.51","605.51","","","","","","","","","","","",""
"66422","","","","","","","512.44","512.44","512.44","","","","","","","","",""
"66424","","","","","","","","","","","","","421.48","421.48","421.48","","",""
"66426","","","","","","","","","","407.16","407.16","407.16","","","","","",""
"66428","367.41","367.41","367.41","","","","","","","","","","","","","","",""
"66436","","","","","","","524.79","524.79","524.79","","","","","","","","",""
"66438","","","","","","","","","","","","","429.57","429.57","429.57","","",""
"66440","","","","","","","","","","418.53","418.53","418.53","","","","","",""
"66442","367.33","367.33","367.33","","","","","","","","","","","","","","",""
"66448","","","","603.58","603.58","603.58","","","","","","","","","","","",""
"66450","","","","","","","530.11","530.11","530.11","","","","","","","","",""
"66452","","","","","","","","","","","","","419.51","419.51","419.51","","",""
"66454","","","","","","","","","","428.44","428.44","428.44","","","","","",""
"66459","","","","","","","","","","","","","","","","567.88","567.88","567.88"
"66466","","","","","","","","","","","","","422.09","422.09","422.09","","",""
"66468","","","","","","","","","","413.35","413.35","413.35","","","","","",""
"66469","360.38","360.38","360.38","","","","","","","","","","","","","","",""
"66473","","","","","","","","","","","","","","","","574.75","574.75","574.75"
"66480","","","","","","","","","","","","","417.05","417.05","417.05","","",""
"66482","","","","","","","","","","415.26","415.26","415.26","","","","","",""
"66483","356.88","356.88","356.88","","","","","","","","","","","","","","",""
"66485","","","","612.64","612.64","612.64","","","","","","","","","","","",""
"66487","","","","","","","","","","","","","","","","584.06","584.06","584.06"
"66492","","","","","","","539.51","539.51","539.51","","","","","","","","",""
"66494","","","","","","","","","","","","","406.28","406.28","406.28","","",""
"66496","","","","","","","","","","411.47","411.47","411.47","","","","","",""
"66497","369.12","369.12","369.12","","","","","","","","","","","","","","",""
"66499","","","","612.57","612.57","612.57","","","","","","","","","","","",""
"66501","","","","","","","","","","","","","","","","579.48","579.48","579.48"
"66506","","","","","","","545.72","545.72","545.72","","","","","","","","",""
"66508","","","","","","","","","","","","","404.52","404.52","404.52","","",""
"66511","376.7","376.7","376.7","","","","","","","","","","","","","","",""
"66513","","","","608.74","608.74","608.74","","","","","","","","","","","",""
"66515","","","","","","","","","","","","","","","","577.35","577.35","577.35"
"66520","","","","","","","551.41","551.41","551.41","","","","","","","","",""
"66523","","","","","","","","","","411.56","411.56","411.56","","","","","",""
"66527","","","","611.92","611.92","611.92","","","","","","","","","","","",""
"66529","","","","","","","","","","","","","","","","574.64","574.64","574.64"
"66534","","","","","","","543.95","543.95","543.95","","","","","","","","",""
"66537","","","","","","","","","","415.12","415.12","415.12","","","","","",""
"66539","382.27","382.27","382.27","","","","","","","","","","","","","","",""
"66541","","","","619.4","619.4","619.4","","","","","","","","","","","",""
"66543","","","","","","","","","","","","","","","","571.6","571.6","571.6"
"66544","","","","","","","","","","","","","392.19","392.19","392.19","","",""
"66548","","","","","","","560.79","560.79","560.79","","","","","","","","",""
"66551","","","","","","","","","","405.28","405.28","405.28","","","","","",""
"66553","386.31","386.31","386.31","","","","","","","","","","","","","","",""
"66555","","","","623.39","623.39","623.39","","","","","","","","","","","",""
"66557","","","","","","","","","","","","","","","","584.36","584.36","584.36"
"66558","","","","","","","","","","","","","395.75","395.75","395.75","","",""
"66562","","","","","","","563.65","563.65","563.65","","","","","","","","",""
"66567","384.19","384.19","384.19","","","","","","","","","","","","","","",""
"66569","","","","625.79","625.79","625.79","","","","","","","","","","","",""
"66571","","","","","","","","","","","","","","","","585.35","585.35","585.35"
"66572","","","","","","","","","","","","","405.01","405.01","405.01","","",""
"66576","","","","","","","565.8","565.8","565.8","","","","","","","","",""
"66581","386.8","386.8","386.8","","","","","","","","","","","","","","",""
"66583","","","","631.25","631.25","631.25","","","","","","","","","","","",""
"66585","","","","","","","","","","","","","","","","585.35","585.35","585.35"
"66586","","","","","","","","","","","","","419.37","419.37","419.37","","",""
"66587","","","","","","","","","","402.96","402.96","402.96","","","","","",""
"66590","","","","","","","572.62","572.62","572.62","","","","","","","","",""
"66595","400.05","400.05","400.05","","","","","","","","","","","","","","",""
"66597","","","","633.41","633.41","633.41","","","","","","","","","","","",""
"66599","","","","","","","","","","","","","","","","586.13","586.13","586.13"
"66600","","","","","","","","","","","","","411.74","411.74","411.74","","",""
"66601","","","","","","","","","","403.25","403.25","403.25","","","","","",""
"66604","","","","","","","567.4","567.4","567.4","","","","","","","","",""
"66609","406.42","406.42","406.42","","","","","","","","","","","","","","",""
"66613","","","","","","","","","","","","","","","","577.1","577.1","577.1"
"66614","","","","","","","","","","","","","414.68","414.68","414.68","","",""
"66615","","","","","","","","","","403.98","403.98","403.98","","","","","",""
"66618","","","","","","","574.76","574.76","574.76","","","","","","","","",""
"66624","","","","631.28","631.28","631.28","","","","","","","","","","","",""
"66629","","","","","","","","","","405.65","405.65","405.65","","","","","",""
"66632","","","","","","","568.16","568.16","568.16","","","","","","","","",""
"66638","","","","633.62","633.62","633.62","","","","","","","","","","","",""
"66641","","","","","","","","","","","","","411.25","411.25","411.25","","",""
"66643","","","","","","","","","","408.42","408.42","408.42","","","","","",""
"66645","408.44","408.44","408.44","","","","","","","","","","","","","","",""
"66652","","","","628.68","628.68","628.68","","","","","","","","","","","",""
"66657","","","","","","","","","","397.7","397.7","397.7","","","","","",""
"66659","422.28","422.28","422.28","","","","559.13","559.13","559.13","","","","","","","","",""
"66663","","","","","","","","","","","","","","","","576.57","576.57","576.57"
"66671","","","","","","","","","","391.13","391.13","391.13","","","","","",""
"66673","436.4","436.4","436.4","","","","565.76","565.76","565.76","","","","","","","","",""
"66677","","","","","","","","","","","","","415.9","415.9","415.9","581.61","581.61","581.61"
"66685","","","","","","","","","","397.29","397.29","397.29","","","","","",""
"66687","438.21","438.21","438.21","","","","","","","","","","","","","","",""
"66688","","","","634.42","634.42","634.42","","","","","","","","","","","",""
"66691","","","","","","","","","","","","","417.72","417.72","417.72","580.65","580.65","580.65"
"66701","","","","","","","577.27","577.27","577.27","","","","","","","","",""
"66702","","","","630.2","630.2","630.2","","","","","","","","","","","",""
"66705","","","","","","","","","","","","","419.04","419.04","419.04","579.15","579.15","579.15"
"66714","432.22","432.22","432.22","","","","","","","","","","","","","","",""
"66715","","","","","","","572.41","572.41","572.41","","","","","","","","",""
"66716","","","","624.37","624.37","624.37","","","","","","","","","","","",""
"66719","","","","","","","","","","","","","429.29","429.29","429.29","587.07","587.07","587.07"
"66721","","","","","","","","","","408.51","408.51","408.51","","","","","",""
"66728","434.76","434.76","434.76","","","","","","","","","","","","","","",""
"66729","","","","","","","581.97","581.97","581.97","","","","","","","","",""
"66730","","","","618.73","618.73","618.73","","","","","","","","","","","",""
"66733","","","","","","","","","","","","","423.37","423.37","423.37","573.26","573.26","573.26"
"66735","","","","","","","","","","402.09","402.09","402.09","","","","","",""
"66742","446.09","446.09","446.09","","","","","","","","","","","","","","",""
"66743","","","","","","","584.07","584.07","584.07","","","","","","","","",""
"66744","","","","607.33","607.33","607.33","","","","","","","","","","","",""
"66747","","","","","","","","","","","","","412.47","412.47","412.47","582.18","582.18","582.18"
"66749","","","","","","","","","","406.96","406.96","406.96","","","","","",""
"66756","449.27","449.27","449.27","","","","","","","","","","","","","","",""
"66757","","","","","","","602.27","602.27","602.27","","","","","","","","",""
"66758","","","","610.41","610.41","610.41","","","","","","","","","","","",""
"66761","","","","","","","","","","","","","424.35","424.35","424.35","589.99","589.99","589.99"
